source_node_id,target_node_id,relationship_type,efficacy_score,strength_of_evidence,recommended_dosage_range,contraindications,synergistic_herbs
1,234,herb_treats_condition,0.86,Medium,500-1000mg,Pitta excess,"Guggulu, Shallaki"
1,235,herb_treats_condition,0.94,Low,1-3g,Bleeding disorders,"Ashwagandha, Brahmi"
1,238,herb_treats_condition,0.91,Medium,50-100mg,None,"Ashwagandha, Brahmi"
1,239,herb_treats_condition,0.87,Medium,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,240,herb_treats_condition,0.88,Medium,250-500mg,None,"Ashwagandha, Brahmi"
1,244,herb_treats_condition,0.91,High,1-3g,None,"Tulsi, Ginger"
1,247,herb_treats_condition,0.84,Medium,1-3g,Pregnancy,"Amla, Haritaki"
1,248,herb_treats_condition,0.67,High,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,250,herb_treats_condition,0.78,Low,50-100mg,None,"Triphala, Haritaki"
1,251,herb_treats_condition,0.86,Low,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,252,herb_treats_condition,0.74,Medium,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,253,herb_treats_condition,0.81,High,100-250mg,Pitta excess,"Triphala, Haritaki"
1,254,herb_treats_condition,0.67,Medium,1-3g,Pitta excess,"Guggulu, Shallaki"
1,257,herb_treats_condition,0.92,Low,100-250mg,None,"Tulsi, Ginger"
1,258,herb_treats_condition,0.79,High,50-100mg,None,"Tulsi, Ginger"
1,262,herb_treats_condition,0.85,Low,50-100mg,None,"Tulsi, Ginger"
1,264,herb_treats_condition,0.95,Medium,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,265,herb_treats_condition,0.9,Low,500-1000mg,None,"Ashwagandha, Brahmi"
1,266,herb_treats_condition,0.72,High,250-500mg,Bleeding disorders,"Tulsi, Ginger"
1,267,herb_treats_condition,0.66,High,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,268,herb_treats_condition,0.82,High,50-100mg,None,"Tulsi, Ginger"
1,269,herb_treats_condition,0.88,Low,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,272,herb_treats_condition,0.84,High,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,273,herb_treats_condition,0.92,High,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,274,herb_treats_condition,0.66,Medium,100-250mg,Pregnancy,"Tulsi, Ginger"
1,275,herb_treats_condition,0.75,Medium,100-250mg,Pitta excess,"Triphala, Haritaki"
1,276,herb_treats_condition,0.89,Medium,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,277,herb_treats_condition,0.73,Medium,250-500mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,278,herb_treats_condition,0.79,Low,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,279,herb_treats_condition,0.94,High,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,280,herb_treats_condition,0.65,High,50-100mg,None,"Tulsi, Ginger"
1,281,herb_treats_condition,0.85,High,250-500mg,None,"Tulsi, Ginger"
1,282,herb_treats_condition,0.68,Low,500-1000mg,Pregnancy,"Amla, Haritaki"
1,283,herb_treats_condition,0.92,High,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,284,herb_treats_condition,0.84,Medium,250-500mg,None,"Ashwagandha, Brahmi"
1,285,herb_treats_condition,0.69,Low,250-500mg,None,"Ashwagandha, Brahmi"
1,286,herb_treats_condition,0.68,High,100-250mg,None,"Guggulu, Shallaki"
1,287,herb_treats_condition,0.76,High,1-3g,None,"Amla, Haritaki"
1,289,herb_treats_condition,0.87,Low,500-1000mg,Pregnancy,"Guggulu, Shallaki"
1,290,herb_treats_condition,0.83,Medium,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,291,herb_treats_condition,0.78,Low,250-500mg,Pregnancy,"Tulsi, Ginger"
1,292,herb_treats_condition,0.81,High,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,295,herb_treats_condition,0.73,Low,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,296,herb_treats_condition,0.84,High,50-100mg,Pregnancy,"Tulsi, Ginger"
1,297,herb_treats_condition,0.72,Low,1-3g,Pitta excess,"Ashwagandha, Brahmi"
1,298,herb_treats_condition,0.9,High,100-250mg,Pitta excess,"Triphala, Haritaki"
1,299,herb_treats_condition,0.75,Low,1-3g,Pregnancy,"Tulsi, Ginger"
1,301,herb_treats_condition,0.91,Low,100-250mg,Bleeding disorders,"Triphala, Haritaki"
1,302,herb_treats_condition,0.68,Low,100-250mg,Pregnancy,"Tulsi, Ginger"
1,303,herb_treats_condition,0.89,Low,1-3g,Bleeding disorders,"Ashwagandha, Brahmi"
1,304,herb_treats_condition,0.7,Low,100-250mg,None,"Amla, Haritaki"
1,305,herb_treats_condition,0.68,Low,500-1000mg,None,"Tulsi, Ginger"
1,306,herb_treats_condition,0.8,Low,500-1000mg,Pitta excess,"Amla, Haritaki"
1,307,herb_treats_condition,0.66,High,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,308,herb_treats_condition,0.84,Low,50-100mg,None,"Guggulu, Shallaki"
1,309,herb_treats_condition,0.78,Low,500-1000mg,None,"Ashwagandha, Brahmi"
1,310,herb_treats_condition,0.92,Medium,1-3g,Pitta excess,"Ashwagandha, Brahmi"
1,311,herb_treats_condition,0.69,High,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,312,herb_treats_condition,0.95,High,250-500mg,None,"Amla, Haritaki"
1,313,herb_treats_condition,0.83,Low,50-100mg,Pitta excess,"Guggulu, Shallaki"
1,314,herb_treats_condition,0.79,Low,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,315,herb_treats_condition,0.77,High,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,316,herb_treats_condition,0.74,Medium,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,317,herb_treats_condition,0.67,Low,50-100mg,None,"Ashwagandha, Brahmi"
1,318,herb_treats_condition,0.87,Medium,100-250mg,Pregnancy,"Amla, Haritaki"
1,319,herb_treats_condition,0.94,High,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,320,herb_treats_condition,0.76,High,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,321,herb_treats_condition,0.83,Medium,50-100mg,Pitta excess,"Triphala, Haritaki"
1,323,herb_treats_condition,0.85,Low,50-100mg,Bleeding disorders,"Amla, Haritaki"
1,324,herb_treats_condition,0.76,Medium,1-3g,Pitta excess,"Guggulu, Shallaki"
1,325,herb_treats_condition,0.9,High,1-3g,Pregnancy,"Amla, Haritaki"
1,326,herb_treats_condition,0.93,High,250-500mg,Pregnancy,"Triphala, Haritaki"
1,327,herb_treats_condition,0.73,Medium,250-500mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,328,herb_treats_condition,0.7,Low,1-3g,None,"Ashwagandha, Brahmi"
1,329,herb_treats_condition,0.69,High,50-100mg,Pregnancy,"Amla, Haritaki"
1,330,herb_treats_condition,0.71,Medium,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,331,herb_treats_condition,0.76,High,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,333,herb_treats_condition,0.7,High,50-100mg,Pregnancy,"Tulsi, Ginger"
1,334,herb_treats_condition,0.78,Medium,500-1000mg,None,"Guggulu, Shallaki"
1,335,herb_treats_condition,0.73,High,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,336,herb_treats_condition,0.68,High,1-3g,None,"Amla, Haritaki"
1,337,herb_treats_condition,0.85,Low,100-250mg,None,"Amla, Haritaki"
1,338,herb_treats_condition,0.67,Low,250-500mg,Pitta excess,"Triphala, Haritaki"
1,339,herb_treats_condition,0.88,Medium,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,340,herb_treats_condition,0.8,Medium,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,341,herb_treats_condition,0.81,Low,1-3g,Bleeding disorders,"Ashwagandha, Brahmi"
1,342,herb_treats_condition,0.77,High,50-100mg,None,"Ashwagandha, Brahmi"
1,344,herb_treats_condition,0.79,Low,250-500mg,None,"Amla, Haritaki"
1,345,herb_treats_condition,0.77,High,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,346,herb_treats_condition,0.77,Medium,100-250mg,None,"Tulsi, Ginger"
1,348,herb_treats_condition,0.68,Low,100-250mg,None,"Amla, Haritaki"
1,349,herb_treats_condition,0.77,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,350,herb_treats_condition,0.72,Low,50-100mg,Pregnancy,"Amla, Haritaki"
1,351,herb_treats_condition,0.8,Medium,250-500mg,Pitta excess,"Triphala, Haritaki"
1,352,herb_treats_condition,0.68,Medium,100-250mg,Pitta excess,"Amla, Haritaki"
1,353,herb_treats_condition,0.7,High,50-100mg,Pitta excess,"Guggulu, Shallaki"
1,355,herb_treats_condition,0.79,High,1-3g,None,"Amla, Haritaki"
1,356,herb_treats_condition,0.84,High,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,357,herb_treats_condition,0.78,Medium,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,358,herb_treats_condition,0.83,Medium,1-3g,Pregnancy,"Tulsi, Ginger"
1,359,herb_treats_condition,0.79,Low,50-100mg,Bleeding disorders,"Tulsi, Ginger"
1,360,herb_treats_condition,0.67,Low,1-3g,None,"Guggulu, Shallaki"
1,361,herb_treats_condition,0.82,High,50-100mg,None,"Amla, Haritaki"
1,364,herb_treats_condition,0.85,Medium,1-3g,None,"Amla, Haritaki"
1,365,herb_treats_condition,0.7,Low,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,366,herb_treats_condition,0.94,Low,1-3g,Pitta excess,"Ashwagandha, Brahmi"
1,367,herb_treats_condition,0.72,Medium,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,368,herb_treats_condition,0.76,Medium,500-1000mg,None,"Tulsi, Ginger"
1,369,herb_treats_condition,0.85,Low,250-500mg,Pregnancy,"Tulsi, Ginger"
1,370,herb_treats_condition,0.68,High,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,371,herb_treats_condition,0.87,High,1-3g,Pitta excess,"Tulsi, Ginger"
1,373,herb_treats_condition,0.67,High,100-250mg,Bleeding disorders,"Tulsi, Ginger"
1,374,herb_treats_condition,0.94,High,500-1000mg,Pitta excess,"Amla, Haritaki"
1,375,herb_treats_condition,0.86,Low,250-500mg,None,"Tulsi, Ginger"
1,376,herb_treats_condition,0.89,High,1-3g,Pregnancy,"Guggulu, Shallaki"
1,377,herb_treats_condition,0.8,Low,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,378,herb_treats_condition,0.94,Medium,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,379,herb_treats_condition,0.95,Low,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,381,herb_treats_condition,0.8,High,1-3g,Pregnancy,"Tulsi, Ginger"
1,382,herb_treats_condition,0.91,High,100-250mg,None,"Triphala, Haritaki"
1,384,herb_treats_condition,0.7,High,1-3g,Pitta excess,"Guggulu, Shallaki"
1,385,herb_treats_condition,0.66,Medium,100-250mg,None,"Amla, Haritaki"
1,386,herb_treats_condition,0.74,High,500-1000mg,Pitta excess,"Amla, Haritaki"
1,388,herb_treats_condition,0.72,Medium,100-250mg,Bleeding disorders,"Amla, Haritaki"
1,389,herb_treats_condition,0.95,Medium,250-500mg,None,"Amla, Haritaki"
1,390,herb_treats_condition,0.81,Low,100-250mg,Pitta excess,"Tulsi, Ginger"
1,392,herb_treats_condition,0.67,Medium,250-500mg,Pregnancy,"Amla, Haritaki"
1,393,herb_treats_condition,0.91,Medium,50-100mg,Pitta excess,"Tulsi, Ginger"
1,394,herb_treats_condition,0.78,High,100-250mg,None,"Ashwagandha, Brahmi"
1,395,herb_treats_condition,0.93,Low,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,396,herb_treats_condition,0.77,Medium,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,397,herb_treats_condition,0.77,Low,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,398,herb_treats_condition,0.75,Low,250-500mg,Pitta excess,"Triphala, Haritaki"
1,399,herb_treats_condition,0.66,Medium,100-250mg,None,"Guggulu, Shallaki"
1,401,herb_treats_condition,0.83,Low,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,402,herb_treats_condition,0.9,High,1-3g,None,"Ashwagandha, Brahmi"
1,403,herb_treats_condition,0.88,Low,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,404,herb_treats_condition,0.72,High,1-3g,None,"Ashwagandha, Brahmi"
1,405,herb_treats_condition,0.68,Medium,1-3g,Pregnancy,"Amla, Haritaki"
1,406,herb_treats_condition,0.82,High,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1,407,herb_treats_condition,0.65,Medium,100-250mg,None,"Triphala, Haritaki"
1,409,herb_treats_condition,0.85,Low,1-3g,Bleeding disorders,"Ashwagandha, Brahmi"
1,410,herb_treats_condition,0.94,High,1-3g,Pregnancy,"Guggulu, Shallaki"
1,411,herb_treats_condition,0.91,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,414,herb_treats_condition,0.87,Medium,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,416,herb_treats_condition,0.87,High,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,417,herb_treats_condition,0.66,High,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,419,herb_treats_condition,0.94,Medium,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,420,herb_treats_condition,0.86,Medium,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,421,herb_treats_condition,0.66,Low,50-100mg,Bleeding disorders,"Tulsi, Ginger"
1,422,herb_treats_condition,0.8,High,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,424,herb_treats_condition,0.88,Low,250-500mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,425,herb_treats_condition,0.91,Medium,250-500mg,Pregnancy,"Tulsi, Ginger"
1,426,herb_treats_condition,0.78,Medium,500-1000mg,None,"Tulsi, Ginger"
1,428,herb_treats_condition,0.94,Medium,500-1000mg,Bleeding disorders,"Amla, Haritaki"
1,429,herb_treats_condition,0.73,Low,500-1000mg,Pregnancy,"Guggulu, Shallaki"
1,430,herb_treats_condition,0.83,Low,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,431,herb_treats_condition,0.68,Medium,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,432,herb_treats_condition,0.83,Medium,100-250mg,None,"Tulsi, Ginger"
1,433,herb_treats_condition,0.78,High,250-500mg,None,"Tulsi, Ginger"
1,435,herb_treats_condition,0.84,Low,50-100mg,None,"Tulsi, Ginger"
1,437,herb_treats_condition,0.8,High,100-250mg,Pregnancy,"Triphala, Haritaki"
1,438,herb_treats_condition,0.9,High,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,439,herb_treats_condition,0.67,High,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,440,herb_treats_condition,0.93,Low,1-3g,Pitta excess,"Guggulu, Shallaki"
1,442,herb_treats_condition,0.93,Medium,500-1000mg,Pregnancy,"Amla, Haritaki"
1,444,herb_treats_condition,0.69,Medium,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,445,herb_treats_condition,0.72,Low,50-100mg,Pitta excess,"Guggulu, Shallaki"
1,447,herb_treats_condition,0.81,High,50-100mg,Bleeding disorders,"Tulsi, Ginger"
1,449,herb_treats_condition,0.86,Low,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,450,herb_treats_condition,0.71,Low,50-100mg,None,"Triphala, Haritaki"
1,451,herb_treats_condition,0.92,Medium,50-100mg,Bleeding disorders,"Tulsi, Ginger"
1,452,herb_treats_condition,0.86,High,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,453,herb_treats_condition,0.91,High,100-250mg,Bleeding disorders,"Amla, Haritaki"
1,455,herb_treats_condition,0.72,Low,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,457,herb_treats_condition,0.66,High,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,458,herb_treats_condition,0.89,High,100-250mg,Pregnancy,"Ashwagandha, Brahmi"
1,459,herb_treats_condition,0.74,High,500-1000mg,None,"Guggulu, Shallaki"
1,460,herb_treats_condition,0.9,Low,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,461,herb_treats_condition,0.78,High,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,462,herb_treats_condition,0.91,High,1-3g,Pitta excess,"Triphala, Haritaki"
1,465,herb_treats_condition,0.78,Low,50-100mg,Pitta excess,"Tulsi, Ginger"
1,466,herb_treats_condition,0.7,Medium,100-250mg,Bleeding disorders,"Amla, Haritaki"
1,467,herb_treats_condition,0.92,Low,250-500mg,Pitta excess,"Amla, Haritaki"
1,468,herb_treats_condition,0.73,High,250-500mg,Pregnancy,"Amla, Haritaki"
1,470,herb_treats_condition,0.84,High,1-3g,Pitta excess,"Triphala, Haritaki"
1,471,herb_treats_condition,0.85,High,1-3g,Bleeding disorders,"Amla, Haritaki"
1,472,herb_treats_condition,0.66,Low,50-100mg,Pregnancy,"Amla, Haritaki"
1,474,herb_treats_condition,0.73,Low,1-3g,None,"Amla, Haritaki"
1,475,herb_treats_condition,0.84,Medium,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,476,herb_treats_condition,0.79,High,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,477,herb_treats_condition,0.67,Low,100-250mg,None,"Guggulu, Shallaki"
1,480,herb_treats_condition,0.8,Low,250-500mg,Pitta excess,"Tulsi, Ginger"
1,481,herb_treats_condition,0.91,Medium,250-500mg,None,"Triphala, Haritaki"
1,482,herb_treats_condition,0.88,High,1-3g,Pregnancy,"Tulsi, Ginger"
1,483,herb_treats_condition,0.72,Low,250-500mg,None,"Triphala, Haritaki"
1,484,herb_treats_condition,0.69,Low,250-500mg,None,"Amla, Haritaki"
1,485,herb_treats_condition,0.78,Low,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,486,herb_treats_condition,0.88,Medium,1-3g,None,"Guggulu, Shallaki"
1,487,herb_treats_condition,0.91,Medium,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,488,herb_treats_condition,0.8,Low,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,489,herb_treats_condition,0.67,Medium,1-3g,None,"Tulsi, Ginger"
1,490,herb_treats_condition,0.81,Low,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,491,herb_treats_condition,0.87,Medium,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,493,herb_treats_condition,0.67,High,100-250mg,Bleeding disorders,"Amla, Haritaki"
1,495,herb_treats_condition,0.74,Medium,1-3g,None,"Amla, Haritaki"
1,496,herb_treats_condition,0.73,High,1-3g,Pregnancy,"Triphala, Haritaki"
1,498,herb_treats_condition,0.94,Medium,250-500mg,Bleeding disorders,"Amla, Haritaki"
1,499,herb_treats_condition,0.93,Low,100-250mg,None,"Amla, Haritaki"
1,500,herb_treats_condition,0.66,Low,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1,501,herb_treats_condition,0.81,Low,1-3g,Pitta excess,"Tulsi, Ginger"
1,502,herb_treats_condition,0.93,Medium,100-250mg,None,"Amla, Haritaki"
1,503,herb_treats_condition,0.87,Medium,1-3g,Bleeding disorders,"Amla, Haritaki"
1,506,herb_treats_condition,0.9,High,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,507,herb_treats_condition,0.89,Medium,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,508,herb_treats_condition,0.83,High,50-100mg,None,"Tulsi, Ginger"
1,509,herb_treats_condition,0.94,High,1-3g,Pitta excess,"Ashwagandha, Brahmi"
1,510,herb_treats_condition,0.83,Low,1-3g,None,"Triphala, Haritaki"
1,511,herb_treats_condition,0.9,Low,50-100mg,Pregnancy,"Triphala, Haritaki"
1,512,herb_treats_condition,0.66,Medium,500-1000mg,Pitta excess,"Guggulu, Shallaki"
1,513,herb_treats_condition,0.86,Medium,1-3g,None,"Ashwagandha, Brahmi"
1,514,herb_treats_condition,0.86,High,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1,515,herb_treats_condition,0.81,Medium,100-250mg,None,"Amla, Haritaki"
1,516,herb_treats_condition,0.75,Medium,250-500mg,None,"Triphala, Haritaki"
1,517,herb_treats_condition,0.94,Medium,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,518,herb_treats_condition,0.93,Medium,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,519,herb_treats_condition,0.75,Medium,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,521,herb_treats_condition,0.69,High,1-3g,None,"Guggulu, Shallaki"
1,522,herb_treats_condition,0.9,Low,250-500mg,Pregnancy,"Tulsi, Ginger"
1,523,herb_treats_condition,0.94,Low,250-500mg,None,"Tulsi, Ginger"
1,525,herb_treats_condition,0.87,Low,100-250mg,Bleeding disorders,"Amla, Haritaki"
1,526,herb_treats_condition,0.86,Low,50-100mg,Pitta excess,"Triphala, Haritaki"
1,527,herb_treats_condition,0.67,High,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,528,herb_treats_condition,0.68,Medium,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,530,herb_treats_condition,0.65,High,100-250mg,None,"Guggulu, Shallaki"
1,531,herb_treats_condition,0.79,Low,250-500mg,Bleeding disorders,"Tulsi, Ginger"
1,532,herb_treats_condition,0.84,Low,1-3g,Pitta excess,"Amla, Haritaki"
1,535,herb_treats_condition,0.87,Low,100-250mg,None,"Triphala, Haritaki"
1,536,herb_treats_condition,0.93,Low,500-1000mg,None,"Triphala, Haritaki"
1,537,herb_treats_condition,0.93,Medium,50-100mg,Pregnancy,"Tulsi, Ginger"
1,538,herb_treats_condition,0.82,Low,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,539,herb_treats_condition,0.95,High,1-3g,None,"Triphala, Haritaki"
1,540,herb_treats_condition,0.91,Medium,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,541,herb_treats_condition,0.75,High,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,546,herb_treats_condition,0.65,Medium,250-500mg,Pitta excess,"Triphala, Haritaki"
1,548,herb_treats_condition,0.83,High,500-1000mg,None,"Amla, Haritaki"
1,549,herb_treats_condition,0.75,Medium,50-100mg,Pitta excess,"Triphala, Haritaki"
1,550,herb_treats_condition,0.79,Low,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,551,herb_treats_condition,0.72,Medium,250-500mg,Bleeding disorders,"Amla, Haritaki"
1,552,herb_treats_condition,0.87,Low,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,553,herb_treats_condition,0.67,Low,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,554,herb_treats_condition,0.77,High,250-500mg,Pregnancy,"Tulsi, Ginger"
1,555,herb_treats_condition,0.76,Low,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,556,herb_treats_condition,0.7,High,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,557,herb_treats_condition,0.86,Medium,1-3g,Pitta excess,"Triphala, Haritaki"
1,559,herb_treats_condition,0.85,High,50-100mg,None,"Amla, Haritaki"
1,560,herb_treats_condition,0.86,Low,1-3g,Pregnancy,"Ashwagandha, Brahmi"
1,561,herb_treats_condition,0.9,High,100-250mg,Pitta excess,"Triphala, Haritaki"
1,562,herb_treats_condition,0.75,High,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,563,herb_treats_condition,0.87,Medium,50-100mg,None,"Ashwagandha, Brahmi"
1,564,herb_treats_condition,0.79,High,500-1000mg,None,"Amla, Haritaki"
1,565,herb_treats_condition,0.67,Medium,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,566,herb_treats_condition,0.73,Low,100-250mg,Pregnancy,"Ashwagandha, Brahmi"
1,567,herb_treats_condition,0.78,High,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,568,herb_treats_condition,0.95,Medium,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,569,herb_treats_condition,0.7,Low,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,570,herb_treats_condition,0.78,Medium,500-1000mg,Pregnancy,"Amla, Haritaki"
1,571,herb_treats_condition,0.69,Medium,50-100mg,Pitta excess,"Amla, Haritaki"
1,572,herb_treats_condition,0.77,Low,100-250mg,Pregnancy,"Ashwagandha, Brahmi"
1,575,herb_treats_condition,0.94,Medium,1-3g,None,"Amla, Haritaki"
1,576,herb_treats_condition,0.76,Low,100-250mg,None,"Tulsi, Ginger"
1,578,herb_treats_condition,0.7,Low,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,579,herb_treats_condition,0.83,Low,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,580,herb_treats_condition,0.68,Low,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,581,herb_treats_condition,0.87,Medium,500-1000mg,Pitta excess,"Amla, Haritaki"
1,582,herb_treats_condition,0.72,Low,100-250mg,Bleeding disorders,"Triphala, Haritaki"
1,584,herb_treats_condition,0.89,High,1-3g,Bleeding disorders,"Amla, Haritaki"
1,586,herb_treats_condition,0.83,High,250-500mg,Pitta excess,"Tulsi, Ginger"
1,587,herb_treats_condition,0.91,High,1-3g,Pitta excess,"Guggulu, Shallaki"
1,589,herb_treats_condition,0.74,Low,1-3g,Pitta excess,"Guggulu, Shallaki"
1,591,herb_treats_condition,0.82,Low,250-500mg,None,"Amla, Haritaki"
1,592,herb_treats_condition,0.75,Medium,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,593,herb_treats_condition,0.76,High,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,594,herb_treats_condition,0.74,High,100-250mg,None,"Ashwagandha, Brahmi"
1,595,herb_treats_condition,0.82,Medium,1-3g,Pitta excess,"Guggulu, Shallaki"
1,596,herb_treats_condition,0.72,Low,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,597,herb_treats_condition,0.9,Low,1-3g,Pitta excess,"Ashwagandha, Brahmi"
1,598,herb_treats_condition,0.73,High,1-3g,Pregnancy,"Ashwagandha, Brahmi"
1,599,herb_treats_condition,0.71,High,1-3g,Pitta excess,"Guggulu, Shallaki"
1,600,herb_treats_condition,0.71,Medium,250-500mg,Pregnancy,"Triphala, Haritaki"
1,602,herb_treats_condition,0.93,High,50-100mg,None,"Triphala, Haritaki"
1,603,herb_treats_condition,0.86,High,100-250mg,None,"Triphala, Haritaki"
1,604,herb_treats_condition,0.82,Medium,500-1000mg,None,"Amla, Haritaki"
1,605,herb_treats_condition,0.84,Medium,250-500mg,Bleeding disorders,"Amla, Haritaki"
1,606,herb_treats_condition,0.91,Medium,50-100mg,None,"Tulsi, Ginger"
1,607,herb_treats_condition,0.92,Medium,250-500mg,None,"Ashwagandha, Brahmi"
1,608,herb_treats_condition,0.82,Low,100-250mg,Pregnancy,"Tulsi, Ginger"
1,610,herb_treats_condition,0.82,High,1-3g,None,"Tulsi, Ginger"
1,612,herb_treats_condition,0.7,Medium,100-250mg,None,"Amla, Haritaki"
1,614,herb_treats_condition,0.9,Medium,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,617,herb_treats_condition,0.88,Medium,500-1000mg,None,"Triphala, Haritaki"
1,618,herb_treats_condition,0.87,Medium,100-250mg,Pitta excess,"Amla, Haritaki"
1,619,herb_treats_condition,0.8,High,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,620,herb_treats_condition,0.93,High,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,621,herb_treats_condition,0.69,High,100-250mg,Pregnancy,"Triphala, Haritaki"
