source_node_id,target_node_id,relationship_type,frequency,severity_correlation,primary_symptom_flag
7,131,condition_manifests_as_symptom,Medium,Low,TRUE
7,133,condition_manifests_as_symptom,Medium,Low,TRUE
7,134,condition_manifests_as_symptom,Medium,Low,TRUE
7,135,condition_manifests_as_symptom,Low,Low,FALSE
7,136,condition_manifests_as_symptom,Low,Low,TRUE
7,140,condition_manifests_as_symptom,Medium,Low,FALSE
7,152,condition_manifests_as_symptom,Low,Strong,TRUE
7,153,condition_manifests_as_symptom,Medium,Medium,FALSE
7,154,condition_manifests_as_symptom,High,Medium,FALSE
7,158,condition_manifests_as_symptom,High,Strong,FALSE
7,163,condition_manifests_as_symptom,Low,Medium,FALSE
7,168,condition_manifests_as_symptom,High,Strong,FALSE
7,170,condition_manifests_as_symptom,Medium,Strong,FALSE
7,176,condition_manifests_as_symptom,High,Medium,TRUE
7,178,condition_manifests_as_symptom,Low,Strong,FALSE
7,181,condition_manifests_as_symptom,High,Medium,FALSE
7,189,condition_manifests_as_symptom,High,Medium,FALSE
7,193,condition_manifests_as_symptom,Low,Medium,TRUE
7,194,condition_manifests_as_symptom,Medium,Low,TRUE
7,195,condition_manifests_as_symptom,Low,Low,TRUE
7,196,condition_manifests_as_symptom,Low,Low,TRUE
7,202,condition_manifests_as_symptom,Low,Medium,TRUE
7,203,condition_manifests_as_symptom,High,Medium,TRUE
7,205,condition_manifests_as_symptom,High,Low,FALSE
7,206,condition_manifests_as_symptom,High,Strong,FALSE
7,209,condition_manifests_as_symptom,Medium,Strong,TRUE
7,215,condition_manifests_as_symptom,Medium,Strong,FALSE
7,216,condition_manifests_as_symptom,High,Medium,FALSE
7,217,condition_manifests_as_symptom,High,Medium,FALSE
7,218,condition_manifests_as_symptom,Medium,Medium,TRUE
7,221,condition_manifests_as_symptom,Low,Low,FALSE
7,222,condition_manifests_as_symptom,Low,Strong,FALSE
7,223,condition_manifests_as_symptom,Low,Medium,TRUE
7,225,condition_manifests_as_symptom,High,Medium,TRUE
7,226,condition_manifests_as_symptom,High,Low,TRUE
7,227,condition_manifests_as_symptom,Low,Strong,FALSE
7,228,condition_manifests_as_symptom,Low,Low,TRUE
7,229,condition_manifests_as_symptom,High,Strong,TRUE
7,230,condition_manifests_as_symptom,Medium,Low,TRUE
7,231,condition_manifests_as_symptom,High,Strong,FALSE
7,237,condition_manifests_as_symptom,Low,Medium,TRUE
7,238,condition_manifests_as_symptom,Low,Strong,TRUE
7,240,condition_manifests_as_symptom,Medium,Strong,FALSE
7,242,condition_manifests_as_symptom,High,Low,FALSE
7,243,condition_manifests_as_symptom,High,Low,FALSE
7,245,condition_manifests_as_symptom,Low,Medium,TRUE
7,254,condition_manifests_as_symptom,Low,Medium,FALSE
7,255,condition_manifests_as_symptom,Medium,Medium,FALSE
7,256,condition_manifests_as_symptom,High,Strong,TRUE
7,257,condition_manifests_as_symptom,Medium,Medium,TRUE
7,259,condition_manifests_as_symptom,High,Low,TRUE
7,260,condition_manifests_as_symptom,High,Medium,TRUE
7,261,condition_manifests_as_symptom,High,Low,TRUE
7,264,condition_manifests_as_symptom,High,Low,FALSE
7,270,condition_manifests_as_symptom,Medium,Medium,FALSE
7,273,condition_manifests_as_symptom,Medium,Medium,TRUE
7,274,condition_manifests_as_symptom,High,Medium,TRUE
7,275,condition_manifests_as_symptom,Medium,Strong,TRUE
7,277,condition_manifests_as_symptom,High,Strong,TRUE
7,278,condition_manifests_as_symptom,High,Strong,TRUE
7,280,condition_manifests_as_symptom,Medium,Low,FALSE
7,281,condition_manifests_as_symptom,High,Medium,TRUE
7,284,condition_manifests_as_symptom,High,Medium,FALSE
7,285,condition_manifests_as_symptom,Medium,Medium,TRUE
7,288,condition_manifests_as_symptom,Medium,Low,TRUE
7,289,condition_manifests_as_symptom,Medium,Medium,FALSE
7,290,condition_manifests_as_symptom,Medium,Strong,TRUE
7,292,condition_manifests_as_symptom,High,Medium,TRUE
7,295,condition_manifests_as_symptom,Low,Strong,TRUE
7,296,condition_manifests_as_symptom,High,Strong,TRUE
7,303,condition_manifests_as_symptom,Medium,Strong,TRUE
7,304,condition_manifests_as_symptom,High,Strong,TRUE
7,313,condition_manifests_as_symptom,High,Low,FALSE
7,318,condition_manifests_as_symptom,Low,Medium,FALSE
7,325,condition_manifests_as_symptom,Low,Medium,FALSE
7,331,condition_manifests_as_symptom,Low,Low,FALSE
7,333,condition_manifests_as_symptom,Low,Low,TRUE
7,334,condition_manifests_as_symptom,Medium,Low,TRUE
7,336,condition_manifests_as_symptom,Low,Strong,TRUE
7,340,condition_manifests_as_symptom,Medium,Strong,FALSE
7,350,condition_manifests_as_symptom,High,Medium,FALSE
8,2,condition_manifests_as_symptom,Low,Low,TRUE
8,3,condition_manifests_as_symptom,Medium,Low,TRUE
8,4,condition_manifests_as_symptom,Low,Low,FALSE
8,5,condition_manifests_as_symptom,High,Strong,TRUE
8,8,condition_manifests_as_symptom,Low,Medium,FALSE
8,9,condition_manifests_as_symptom,Low,Low,TRUE
8,14,condition_manifests_as_symptom,Low,Strong,FALSE
8,16,condition_manifests_as_symptom,High,Strong,TRUE
8,18,condition_manifests_as_symptom,Low,Low,TRUE
8,23,condition_manifests_as_symptom,Medium,Strong,TRUE
8,24,condition_manifests_as_symptom,Medium,Low,FALSE
8,25,condition_manifests_as_symptom,High,Medium,TRUE
8,26,condition_manifests_as_symptom,High,Medium,TRUE
8,27,condition_manifests_as_symptom,Medium,Strong,TRUE
8,28,condition_manifests_as_symptom,Medium,Strong,TRUE
8,29,condition_manifests_as_symptom,Low,Strong,FALSE
8,30,condition_manifests_as_symptom,High,Strong,TRUE
8,37,condition_manifests_as_symptom,Low,Medium,TRUE
8,38,condition_manifests_as_symptom,Medium,Low,TRUE
8,41,condition_manifests_as_symptom,High,Low,FALSE
8,42,condition_manifests_as_symptom,Medium,Strong,TRUE
8,45,condition_manifests_as_symptom,High,Medium,TRUE
8,46,condition_manifests_as_symptom,Medium,Medium,FALSE
8,54,condition_manifests_as_symptom,High,Strong,TRUE
8,55,condition_manifests_as_symptom,Low,Medium,TRUE
8,56,condition_manifests_as_symptom,Low,Low,TRUE
8,57,condition_manifests_as_symptom,Low,Low,TRUE
8,59,condition_manifests_as_symptom,Medium,Low,TRUE
8,60,condition_manifests_as_symptom,Medium,Medium,FALSE
8,61,condition_manifests_as_symptom,Low,Medium,TRUE
8,67,condition_manifests_as_symptom,Low,Strong,FALSE
8,73,condition_manifests_as_symptom,High,Medium,TRUE
8,74,condition_manifests_as_symptom,Low,Low,FALSE
8,75,condition_manifests_as_symptom,Low,Strong,TRUE
8,76,condition_manifests_as_symptom,Low,Medium,FALSE
8,77,condition_manifests_as_symptom,Low,Strong,FALSE
8,78,condition_manifests_as_symptom,Medium,Strong,TRUE
8,81,condition_manifests_as_symptom,Low,Low,TRUE
8,85,condition_manifests_as_symptom,Low,Strong,TRUE
8,86,condition_manifests_as_symptom,Low,Low,FALSE
8,87,condition_manifests_as_symptom,Low,Low,FALSE
8,88,condition_manifests_as_symptom,Low,Strong,TRUE
8,89,condition_manifests_as_symptom,High,Medium,TRUE
8,90,condition_manifests_as_symptom,Medium,Low,TRUE
8,92,condition_manifests_as_symptom,Low,Strong,TRUE
8,93,condition_manifests_as_symptom,Medium,Low,FALSE
8,94,condition_manifests_as_symptom,Medium,Strong,FALSE
8,95,condition_manifests_as_symptom,Medium,Strong,TRUE
8,96,condition_manifests_as_symptom,High,Strong,TRUE
8,103,condition_manifests_as_symptom,High,Medium,TRUE
8,104,condition_manifests_as_symptom,High,Medium,FALSE
8,106,condition_manifests_as_symptom,Low,Low,FALSE
8,107,condition_manifests_as_symptom,Medium,Medium,FALSE
8,108,condition_manifests_as_symptom,Medium,Medium,FALSE
8,113,condition_manifests_as_symptom,Medium,Strong,FALSE
8,118,condition_manifests_as_symptom,Medium,Medium,FALSE
8,120,condition_manifests_as_symptom,Low,Medium,FALSE
8,125,condition_manifests_as_symptom,Low,Medium,FALSE
8,128,condition_manifests_as_symptom,High,Low,FALSE
8,130,condition_manifests_as_symptom,Medium,Medium,FALSE
8,131,condition_manifests_as_symptom,High,Medium,FALSE
8,133,condition_manifests_as_symptom,High,Strong,TRUE
8,134,condition_manifests_as_symptom,Medium,Low,TRUE
8,136,condition_manifests_as_symptom,High,Low,FALSE
8,137,condition_manifests_as_symptom,High,Strong,FALSE
8,139,condition_manifests_as_symptom,High,Low,FALSE
8,152,condition_manifests_as_symptom,Medium,Strong,FALSE
8,156,condition_manifests_as_symptom,Low,Medium,FALSE
8,161,condition_manifests_as_symptom,Low,Low,FALSE
8,163,condition_manifests_as_symptom,Medium,Medium,TRUE
8,164,condition_manifests_as_symptom,Low,Low,FALSE
8,173,condition_manifests_as_symptom,Low,Low,FALSE
8,176,condition_manifests_as_symptom,Medium,Low,TRUE
8,180,condition_manifests_as_symptom,High,Medium,FALSE
8,181,condition_manifests_as_symptom,Medium,Strong,TRUE
8,193,condition_manifests_as_symptom,High,Strong,TRUE
8,194,condition_manifests_as_symptom,Medium,Strong,TRUE
8,195,condition_manifests_as_symptom,Low,Low,TRUE
8,196,condition_manifests_as_symptom,Medium,Medium,TRUE
8,201,condition_manifests_as_symptom,High,Medium,FALSE
8,202,condition_manifests_as_symptom,Medium,Low,TRUE
8,203,condition_manifests_as_symptom,High,Low,TRUE
8,205,condition_manifests_as_symptom,Low,Medium,TRUE
8,209,condition_manifests_as_symptom,Medium,Strong,TRUE
8,216,condition_manifests_as_symptom,Medium,Low,TRUE
8,218,condition_manifests_as_symptom,Low,Medium,TRUE
8,219,condition_manifests_as_symptom,Medium,Low,FALSE
8,223,condition_manifests_as_symptom,Medium,Strong,TRUE
8,225,condition_manifests_as_symptom,Low,Medium,TRUE
8,226,condition_manifests_as_symptom,Low,Medium,FALSE
8,227,condition_manifests_as_symptom,Medium,Strong,TRUE
8,228,condition_manifests_as_symptom,Low,Low,FALSE
8,229,condition_manifests_as_symptom,High,Low,FALSE
8,230,condition_manifests_as_symptom,Medium,Medium,TRUE
8,235,condition_manifests_as_symptom,Medium,Low,FALSE
8,236,condition_manifests_as_symptom,Medium,Medium,FALSE
8,237,condition_manifests_as_symptom,High,Strong,TRUE
8,238,condition_manifests_as_symptom,High,Medium,TRUE
8,239,condition_manifests_as_symptom,Low,Medium,FALSE
8,241,condition_manifests_as_symptom,High,Low,FALSE
8,242,condition_manifests_as_symptom,Low,Strong,FALSE
8,245,condition_manifests_as_symptom,Medium,Medium,FALSE
8,251,condition_manifests_as_symptom,High,Medium,FALSE
8,254,condition_manifests_as_symptom,High,Low,TRUE
8,255,condition_manifests_as_symptom,Low,Strong,TRUE
8,256,condition_manifests_as_symptom,Medium,Medium,TRUE
8,257,condition_manifests_as_symptom,High,Medium,TRUE
8,259,condition_manifests_as_symptom,High,Medium,TRUE
8,260,condition_manifests_as_symptom,High,Medium,TRUE
8,261,condition_manifests_as_symptom,Low,Medium,TRUE
8,265,condition_manifests_as_symptom,Low,Strong,FALSE
8,267,condition_manifests_as_symptom,Medium,Low,FALSE
8,268,condition_manifests_as_symptom,Low,Medium,FALSE
8,273,condition_manifests_as_symptom,Medium,Medium,FALSE
8,274,condition_manifests_as_symptom,High,Strong,TRUE
8,275,condition_manifests_as_symptom,High,Strong,TRUE
8,277,condition_manifests_as_symptom,Low,Medium,TRUE
8,278,condition_manifests_as_symptom,Medium,Low,TRUE
8,280,condition_manifests_as_symptom,Medium,Medium,FALSE
8,281,condition_manifests_as_symptom,Low,Medium,TRUE
8,285,condition_manifests_as_symptom,Medium,Low,TRUE
8,288,condition_manifests_as_symptom,High,Medium,TRUE
8,289,condition_manifests_as_symptom,High,Strong,FALSE
8,290,condition_manifests_as_symptom,Low,Medium,TRUE
8,292,condition_manifests_as_symptom,Medium,Low,FALSE
8,293,condition_manifests_as_symptom,High,Strong,FALSE
8,295,condition_manifests_as_symptom,Medium,Low,TRUE
8,296,condition_manifests_as_symptom,Medium,Low,TRUE
8,301,condition_manifests_as_symptom,Medium,Strong,FALSE
8,303,condition_manifests_as_symptom,Low,Medium,TRUE
8,304,condition_manifests_as_symptom,High,Strong,TRUE
8,318,condition_manifests_as_symptom,Medium,Low,FALSE
8,325,condition_manifests_as_symptom,High,Strong,TRUE
8,331,condition_manifests_as_symptom,Low,Low,TRUE
8,333,condition_manifests_as_symptom,Medium,Medium,FALSE
8,334,condition_manifests_as_symptom,Low,Low,TRUE
8,336,condition_manifests_as_symptom,Low,Medium,FALSE
8,337,condition_manifests_as_symptom,Low,Medium,FALSE
8,341,condition_manifests_as_symptom,High,Strong,FALSE
9,1,condition_manifests_as_symptom,Medium,Strong,TRUE
9,4,condition_manifests_as_symptom,Low,Strong,TRUE
9,9,condition_manifests_as_symptom,High,Strong,FALSE
9,10,condition_manifests_as_symptom,Medium,Low,TRUE
9,11,condition_manifests_as_symptom,High,Medium,TRUE
9,13,condition_manifests_as_symptom,Low,Strong,FALSE
9,14,condition_manifests_as_symptom,Low,Medium,TRUE
9,17,condition_manifests_as_symptom,Low,Low,TRUE
9,19,condition_manifests_as_symptom,Low,Low,FALSE
9,20,condition_manifests_as_symptom,Medium,Low,FALSE
9,22,condition_manifests_as_symptom,Low,Strong,TRUE
9,25,condition_manifests_as_symptom,High,Strong,FALSE
9,27,condition_manifests_as_symptom,Low,Medium,FALSE
9,32,condition_manifests_as_symptom,Low,Strong,TRUE
9,33,condition_manifests_as_symptom,Low,Low,FALSE
9,34,condition_manifests_as_symptom,Medium,Low,TRUE
9,35,condition_manifests_as_symptom,High,Strong,FALSE
9,36,condition_manifests_as_symptom,High,Medium,FALSE
9,39,condition_manifests_as_symptom,Medium,Low,TRUE
9,40,condition_manifests_as_symptom,Medium,Low,FALSE
9,41,condition_manifests_as_symptom,High,Strong,TRUE
9,43,condition_manifests_as_symptom,High,Low,TRUE
9,46,condition_manifests_as_symptom,Medium,Strong,TRUE
9,50,condition_manifests_as_symptom,Medium,Low,FALSE
9,51,condition_manifests_as_symptom,Low,Strong,TRUE
9,52,condition_manifests_as_symptom,High,Medium,TRUE
9,53,condition_manifests_as_symptom,Medium,Strong,TRUE
9,58,condition_manifests_as_symptom,Low,Low,TRUE
9,61,condition_manifests_as_symptom,Low,Medium,FALSE
9,63,condition_manifests_as_symptom,High,Strong,TRUE
9,64,condition_manifests_as_symptom,Low,Strong,TRUE
9,65,condition_manifests_as_symptom,High,Medium,TRUE
9,66,condition_manifests_as_symptom,High,Medium,TRUE
9,68,condition_manifests_as_symptom,Medium,Strong,FALSE
9,70,condition_manifests_as_symptom,Medium,Medium,FALSE
9,71,condition_manifests_as_symptom,Low,Medium,TRUE
9,72,condition_manifests_as_symptom,Medium,Low,TRUE
9,76,condition_manifests_as_symptom,Medium,Low,FALSE
9,79,condition_manifests_as_symptom,Low,Low,TRUE
9,80,condition_manifests_as_symptom,High,Strong,TRUE
9,82,condition_manifests_as_symptom,Low,Medium,TRUE
9,83,condition_manifests_as_symptom,Medium,Low,FALSE
9,84,condition_manifests_as_symptom,Low,Strong,TRUE
9,86,condition_manifests_as_symptom,Medium,Medium,TRUE
9,87,condition_manifests_as_symptom,High,Strong,TRUE
9,88,condition_manifests_as_symptom,High,Strong,FALSE
9,91,condition_manifests_as_symptom,High,Medium,TRUE
9,93,condition_manifests_as_symptom,Medium,Low,FALSE
9,94,condition_manifests_as_symptom,Medium,Medium,FALSE
9,97,condition_manifests_as_symptom,Low,Strong,FALSE
9,98,condition_manifests_as_symptom,Low,Low,TRUE
9,99,condition_manifests_as_symptom,Medium,Medium,FALSE
9,100,condition_manifests_as_symptom,High,Low,TRUE
9,104,condition_manifests_as_symptom,Low,Low,FALSE
9,105,condition_manifests_as_symptom,High,Strong,TRUE
9,106,condition_manifests_as_symptom,Low,Strong,TRUE
9,107,condition_manifests_as_symptom,Medium,Low,TRUE
9,108,condition_manifests_as_symptom,Low,Low,TRUE
9,109,condition_manifests_as_symptom,High,Strong,TRUE
9,110,condition_manifests_as_symptom,Medium,Low,TRUE
9,111,condition_manifests_as_symptom,Medium,Strong,TRUE
9,112,condition_manifests_as_symptom,Low,Medium,TRUE
9,113,condition_manifests_as_symptom,Low,Medium,TRUE
9,114,condition_manifests_as_symptom,High,Medium,FALSE
9,115,condition_manifests_as_symptom,High,Medium,TRUE
9,116,condition_manifests_as_symptom,Medium,Strong,TRUE
9,117,condition_manifests_as_symptom,High,Medium,TRUE
9,118,condition_manifests_as_symptom,High,Low,TRUE
9,119,condition_manifests_as_symptom,Medium,Strong,TRUE
9,120,condition_manifests_as_symptom,Low,Low,TRUE
9,121,condition_manifests_as_symptom,Low,Strong,TRUE
9,122,condition_manifests_as_symptom,Low,Strong,FALSE
9,123,condition_manifests_as_symptom,High,Strong,FALSE
9,124,condition_manifests_as_symptom,High,Low,FALSE
9,125,condition_manifests_as_symptom,Low,Strong,FALSE
9,126,condition_manifests_as_symptom,Low,Strong,FALSE
9,127,condition_manifests_as_symptom,Medium,Low,TRUE
9,128,condition_manifests_as_symptom,Medium,Low,TRUE
9,129,condition_manifests_as_symptom,High,Low,TRUE
9,130,condition_manifests_as_symptom,High,Low,TRUE
9,132,condition_manifests_as_symptom,Medium,Low,FALSE
9,134,condition_manifests_as_symptom,Medium,Medium,FALSE
9,135,condition_manifests_as_symptom,Medium,Medium,TRUE
9,138,condition_manifests_as_symptom,Low,Strong,FALSE
9,139,condition_manifests_as_symptom,Medium,Medium,FALSE
9,141,condition_manifests_as_symptom,High,Low,TRUE
9,142,condition_manifests_as_symptom,Medium,Medium,FALSE
9,143,condition_manifests_as_symptom,Low,Medium,TRUE
9,144,condition_manifests_as_symptom,Low,Low,TRUE
9,145,condition_manifests_as_symptom,High,Medium,TRUE
9,146,condition_manifests_as_symptom,Low,Medium,FALSE
9,147,condition_manifests_as_symptom,Medium,Low,TRUE
9,148,condition_manifests_as_symptom,Low,Medium,TRUE
9,151,condition_manifests_as_symptom,Medium,Medium,TRUE
9,153,condition_manifests_as_symptom,High,Medium,TRUE
9,154,condition_manifests_as_symptom,Medium,Medium,FALSE
9,156,condition_manifests_as_symptom,Low,Low,TRUE
9,157,condition_manifests_as_symptom,High,Medium,TRUE
9,158,condition_manifests_as_symptom,High,Strong,TRUE
9,159,condition_manifests_as_symptom,Low,Low,TRUE
9,160,condition_manifests_as_symptom,Medium,Strong,TRUE
9,161,condition_manifests_as_symptom,Low,Medium,TRUE
9,164,condition_manifests_as_symptom,Medium,Low,FALSE
9,165,condition_manifests_as_symptom,Low,Low,TRUE
9,167,condition_manifests_as_symptom,Low,Strong,TRUE
9,168,condition_manifests_as_symptom,High,Strong,TRUE
9,169,condition_manifests_as_symptom,High,Low,TRUE
9,170,condition_manifests_as_symptom,High,Low,FALSE
9,171,condition_manifests_as_symptom,Low,Medium,TRUE
9,172,condition_manifests_as_symptom,High,Medium,TRUE
9,173,condition_manifests_as_symptom,Low,Medium,FALSE
9,174,condition_manifests_as_symptom,Low,Strong,TRUE
9,175,condition_manifests_as_symptom,Medium,Medium,TRUE
9,178,condition_manifests_as_symptom,Medium,Strong,TRUE
9,179,condition_manifests_as_symptom,High,Strong,TRUE
9,180,condition_manifests_as_symptom,Low,Medium,TRUE
9,182,condition_manifests_as_symptom,Low,Medium,FALSE
9,183,condition_manifests_as_symptom,Medium,Medium,TRUE
9,184,condition_manifests_as_symptom,Low,Strong,TRUE
9,185,condition_manifests_as_symptom,Low,Medium,TRUE
9,186,condition_manifests_as_symptom,Low,Strong,FALSE
9,187,condition_manifests_as_symptom,High,Low,TRUE
9,188,condition_manifests_as_symptom,Low,Low,TRUE
9,189,condition_manifests_as_symptom,High,Strong,FALSE
9,190,condition_manifests_as_symptom,High,Strong,TRUE
9,191,condition_manifests_as_symptom,Low,Low,TRUE
9,192,condition_manifests_as_symptom,Low,Medium,FALSE
9,197,condition_manifests_as_symptom,High,Strong,TRUE
9,198,condition_manifests_as_symptom,Low,Low,TRUE
9,199,condition_manifests_as_symptom,Low,Strong,FALSE
9,200,condition_manifests_as_symptom,Medium,Strong,TRUE
9,201,condition_manifests_as_symptom,High,Low,FALSE
9,204,condition_manifests_as_symptom,High,Strong,TRUE
9,207,condition_manifests_as_symptom,Low,Medium,TRUE
9,208,condition_manifests_as_symptom,High,Strong,FALSE
9,210,condition_manifests_as_symptom,High,Medium,FALSE
9,211,condition_manifests_as_symptom,High,Medium,TRUE
9,213,condition_manifests_as_symptom,High,Strong,FALSE
9,214,condition_manifests_as_symptom,High,Low,TRUE
9,217,condition_manifests_as_symptom,Low,Low,TRUE
9,219,condition_manifests_as_symptom,Low,Strong,FALSE
9,220,condition_manifests_as_symptom,Low,Low,FALSE
9,222,condition_manifests_as_symptom,High,Medium,TRUE
9,223,condition_manifests_as_symptom,Low,Strong,FALSE
9,231,condition_manifests_as_symptom,Low,Medium,FALSE
9,232,condition_manifests_as_symptom,Medium,Low,FALSE
9,233,condition_manifests_as_symptom,Low,Strong,FALSE
9,234,condition_manifests_as_symptom,Medium,Low,FALSE
9,235,condition_manifests_as_symptom,Low,Low,FALSE
9,236,condition_manifests_as_symptom,Medium,Low,TRUE
9,239,condition_manifests_as_symptom,High,Strong,TRUE
9,240,condition_manifests_as_symptom,High,Strong,TRUE
9,241,condition_manifests_as_symptom,High,Strong,TRUE
9,243,condition_manifests_as_symptom,Low,Strong,TRUE
9,246,condition_manifests_as_symptom,Medium,Low,TRUE
9,251,condition_manifests_as_symptom,High,Low,FALSE
9,252,condition_manifests_as_symptom,Medium,Medium,TRUE
9,253,condition_manifests_as_symptom,Medium,Low,TRUE
9,254,condition_manifests_as_symptom,High,Low,FALSE
9,258,condition_manifests_as_symptom,Low,Strong,TRUE
9,262,condition_manifests_as_symptom,High,Low,FALSE
9,263,condition_manifests_as_symptom,High,Low,TRUE
9,264,condition_manifests_as_symptom,Low,Low,TRUE
9,265,condition_manifests_as_symptom,High,Strong,TRUE
9,266,condition_manifests_as_symptom,Low,Strong,TRUE
9,271,condition_manifests_as_symptom,Low,Low,FALSE
9,272,condition_manifests_as_symptom,Medium,Low,FALSE
9,275,condition_manifests_as_symptom,Low,Strong,FALSE
9,276,condition_manifests_as_symptom,Medium,Low,TRUE
9,278,condition_manifests_as_symptom,Medium,Medium,FALSE
9,279,condition_manifests_as_symptom,Low,Strong,TRUE
9,280,condition_manifests_as_symptom,Medium,Low,FALSE
9,281,condition_manifests_as_symptom,Low,Strong,FALSE
9,282,condition_manifests_as_symptom,High,Low,TRUE
9,283,condition_manifests_as_symptom,High,Low,FALSE
9,284,condition_manifests_as_symptom,Low,Strong,TRUE
9,286,condition_manifests_as_symptom,Low,Strong,FALSE
9,287,condition_manifests_as_symptom,Low,Medium,TRUE
9,291,condition_manifests_as_symptom,High,Strong,FALSE
9,292,condition_manifests_as_symptom,Medium,Medium,FALSE
9,294,condition_manifests_as_symptom,Low,Strong,TRUE
9,297,condition_manifests_as_symptom,Low,Strong,FALSE
9,298,condition_manifests_as_symptom,High,Strong,TRUE
9,300,condition_manifests_as_symptom,High,Low,FALSE
9,304,condition_manifests_as_symptom,Medium,Medium,FALSE
9,305,condition_manifests_as_symptom,Low,Strong,TRUE
9,306,condition_manifests_as_symptom,Low,Low,TRUE
9,307,condition_manifests_as_symptom,Low,Strong,TRUE
9,308,condition_manifests_as_symptom,Low,Medium,TRUE
9,309,condition_manifests_as_symptom,Medium,Low,TRUE
9,310,condition_manifests_as_symptom,High,Medium,TRUE
9,311,condition_manifests_as_symptom,Medium,Medium,TRUE
9,312,condition_manifests_as_symptom,Low,Medium,FALSE
9,313,condition_manifests_as_symptom,Medium,Strong,TRUE
9,314,condition_manifests_as_symptom,Medium,Medium,TRUE
9,315,condition_manifests_as_symptom,Medium,Medium,TRUE
9,316,condition_manifests_as_symptom,High,Medium,TRUE
9,317,condition_manifests_as_symptom,High,Strong,FALSE
9,318,condition_manifests_as_symptom,Medium,Low,TRUE
9,319,condition_manifests_as_symptom,Low,Medium,TRUE
9,320,condition_manifests_as_symptom,High,Strong,TRUE
9,321,condition_manifests_as_symptom,Medium,Low,TRUE
9,322,condition_manifests_as_symptom,High,Strong,FALSE
9,323,condition_manifests_as_symptom,Low,Low,TRUE
9,324,condition_manifests_as_symptom,Low,Low,TRUE
9,326,condition_manifests_as_symptom,High,Low,TRUE
9,327,condition_manifests_as_symptom,High,Strong,FALSE
9,328,condition_manifests_as_symptom,High,Strong,TRUE
9,329,condition_manifests_as_symptom,High,Low,TRUE
9,330,condition_manifests_as_symptom,Medium,Medium,TRUE
9,332,condition_manifests_as_symptom,Low,Medium,TRUE
9,335,condition_manifests_as_symptom,Medium,Medium,TRUE
9,337,condition_manifests_as_symptom,Medium,Strong,FALSE
9,338,condition_manifests_as_symptom,High,Medium,TRUE
9,339,condition_manifests_as_symptom,High,Strong,TRUE
9,341,condition_manifests_as_symptom,Medium,Medium,TRUE
9,342,condition_manifests_as_symptom,Low,Low,TRUE
9,343,condition_manifests_as_symptom,High,Low,TRUE
9,344,condition_manifests_as_symptom,High,Strong,TRUE
9,345,condition_manifests_as_symptom,Low,Medium,TRUE
9,346,condition_manifests_as_symptom,Medium,Low,TRUE
9,347,condition_manifests_as_symptom,Low,Medium,TRUE
9,348,condition_manifests_as_symptom,High,Medium,FALSE
10,4,condition_manifests_as_symptom,Low,Medium,TRUE
10,7,condition_manifests_as_symptom,High,Strong,FALSE
10,10,condition_manifests_as_symptom,High,Low,TRUE
10,11,condition_manifests_as_symptom,Medium,Medium,TRUE
10,13,condition_manifests_as_symptom,Medium,Strong,TRUE
10,14,condition_manifests_as_symptom,High,Strong,TRUE
10,15,condition_manifests_as_symptom,Low,Strong,FALSE
10,16,condition_manifests_as_symptom,Low,Strong,FALSE
10,17,condition_manifests_as_symptom,High,Strong,TRUE
10,20,condition_manifests_as_symptom,Medium,Medium,TRUE
10,21,condition_manifests_as_symptom,High,Strong,FALSE
10,22,condition_manifests_as_symptom,Low,Strong,TRUE
10,23,condition_manifests_as_symptom,High,Strong,FALSE
10,24,condition_manifests_as_symptom,Medium,Low,FALSE
10,32,condition_manifests_as_symptom,High,Low,TRUE
10,33,condition_manifests_as_symptom,Low,Low,TRUE
10,34,condition_manifests_as_symptom,Low,Low,TRUE
10,35,condition_manifests_as_symptom,Medium,Strong,TRUE
10,36,condition_manifests_as_symptom,Low,Strong,FALSE
10,39,condition_manifests_as_symptom,Low,Strong,TRUE
10,40,condition_manifests_as_symptom,Medium,Low,FALSE
10,41,condition_manifests_as_symptom,High,Medium,TRUE
10,42,condition_manifests_as_symptom,Medium,Low,FALSE
10,43,condition_manifests_as_symptom,High,Low,TRUE
10,46,condition_manifests_as_symptom,High,Medium,TRUE
10,51,condition_manifests_as_symptom,Medium,Strong,TRUE
10,52,condition_manifests_as_symptom,High,Low,FALSE
10,53,condition_manifests_as_symptom,Low,Low,TRUE
10,55,condition_manifests_as_symptom,Low,Medium,FALSE
10,57,condition_manifests_as_symptom,Low,Strong,FALSE
10,58,condition_manifests_as_symptom,High,Low,TRUE
10,63,condition_manifests_as_symptom,Medium,Strong,FALSE
10,64,condition_manifests_as_symptom,High,Medium,TRUE
10,65,condition_manifests_as_symptom,High,Strong,TRUE
10,66,condition_manifests_as_symptom,Medium,Strong,TRUE
10,67,condition_manifests_as_symptom,Low,Low,FALSE
10,69,condition_manifests_as_symptom,Low,Strong,FALSE
10,71,condition_manifests_as_symptom,High,Medium,FALSE
10,72,condition_manifests_as_symptom,Medium,Low,TRUE
10,75,condition_manifests_as_symptom,Low,Medium,FALSE
10,76,condition_manifests_as_symptom,Low,Low,TRUE
10,79,condition_manifests_as_symptom,High,Strong,FALSE
10,80,condition_manifests_as_symptom,Low,Medium,TRUE
10,82,condition_manifests_as_symptom,Low,Low,TRUE
