source_node_id,target_node_id,relationship_type,target_specificity,affinity_strength,mechanism_of_action
72,11,herb_targets_body_part,Low,Moderate,Neuroprotective action
72,12,herb_targets_body_part,Medium,Moderate,Cardiotonic action
73,1,herb_targets_body_part,High,Strong,Hepatoprotective action
73,2,herb_targets_body_part,High,Strong,Neuroprotective action
73,4,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
73,5,herb_targets_body_part,Low,Strong,Anti-inflammatory action
73,6,herb_targets_body_part,Low,Moderate,Cardiotonic action
73,8,herb_targets_body_part,Low,Weak,Anti-inflammatory action
73,9,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
73,10,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
73,11,herb_targets_body_part,Medium,Strong,Neuroprotective action
73,12,herb_targets_body_part,Low,Weak,Neuroprotective action
74,2,herb_targets_body_part,High,Moderate,Hepatoprotective action
74,3,herb_targets_body_part,Medium,Weak,Digestive stimulant
74,4,herb_targets_body_part,Low,Moderate,Digestive stimulant
74,5,herb_targets_body_part,Medium,Weak,Hepatoprotective action
74,6,herb_targets_body_part,Low,Weak,Neuroprotective action
74,7,herb_targets_body_part,High,Weak,Neuroprotective action
74,8,herb_targets_body_part,High,Strong,Neuroprotective action
74,9,herb_targets_body_part,Medium,Strong,Immunomodulatory action
74,11,herb_targets_body_part,High,Strong,Cardiotonic action
74,12,herb_targets_body_part,High,Weak,Digestive stimulant
75,1,herb_targets_body_part,High,Strong,Cardiotonic action
75,2,herb_targets_body_part,Medium,Weak,Immunomodulatory action
75,4,herb_targets_body_part,Low,Weak,Digestive stimulant
75,5,herb_targets_body_part,High,Moderate,Cardiotonic action
75,7,herb_targets_body_part,Medium,Strong,Cardiotonic action
75,8,herb_targets_body_part,Low,Strong,Immunomodulatory action
75,9,herb_targets_body_part,High,Moderate,Respiratory support
75,10,herb_targets_body_part,Medium,Moderate,Cardiotonic action
75,11,herb_targets_body_part,High,Moderate,Anti-inflammatory action
75,12,herb_targets_body_part,High,Strong,Anti-inflammatory action
76,1,herb_targets_body_part,High,Weak,Respiratory support
76,2,herb_targets_body_part,High,Moderate,Diuretic action
76,4,herb_targets_body_part,Medium,Weak,Hepatoprotective action
76,5,herb_targets_body_part,Medium,Strong,Immunomodulatory action
76,6,herb_targets_body_part,Medium,Moderate,Respiratory support
76,8,herb_targets_body_part,Medium,Strong,Hepatoprotective action
76,9,herb_targets_body_part,Low,Strong,Neuroprotective action
76,10,herb_targets_body_part,Medium,Moderate,Respiratory support
76,11,herb_targets_body_part,Low,Weak,Respiratory support
76,12,herb_targets_body_part,High,Weak,Immunomodulatory action
77,1,herb_targets_body_part,High,Weak,Cardiotonic action
77,2,herb_targets_body_part,High,Strong,Neuroprotective action
77,4,herb_targets_body_part,Low,Weak,Hepatoprotective action
77,5,herb_targets_body_part,High,Weak,Digestive stimulant
77,7,herb_targets_body_part,High,Weak,Diuretic action
77,8,herb_targets_body_part,High,Strong,Respiratory support
77,9,herb_targets_body_part,Medium,Weak,Diuretic action
77,10,herb_targets_body_part,High,Weak,Neuroprotective action
77,11,herb_targets_body_part,High,Strong,Digestive stimulant
77,12,herb_targets_body_part,Medium,Weak,Immunomodulatory action
78,1,herb_targets_body_part,Low,Moderate,Respiratory support
78,2,herb_targets_body_part,Medium,Weak,Hepatoprotective action
78,4,herb_targets_body_part,Medium,Strong,Diuretic action
78,5,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
78,6,herb_targets_body_part,High,Weak,Immunomodulatory action
78,7,herb_targets_body_part,Low,Strong,Immunomodulatory action
78,8,herb_targets_body_part,High,Weak,Anti-inflammatory action
78,9,herb_targets_body_part,Low,Strong,Cardiotonic action
78,10,herb_targets_body_part,Medium,Weak,Hepatoprotective action
78,12,herb_targets_body_part,High,Moderate,Cardiotonic action
79,1,herb_targets_body_part,Low,Moderate,Cardiotonic action
79,2,herb_targets_body_part,Low,Moderate,Digestive stimulant
79,3,herb_targets_body_part,High,Strong,Neuroprotective action
79,4,herb_targets_body_part,Low,Strong,Anti-inflammatory action
79,7,herb_targets_body_part,Low,Moderate,Immunomodulatory action
79,8,herb_targets_body_part,Medium,Strong,Immunomodulatory action
79,9,herb_targets_body_part,Low,Moderate,Hepatoprotective action
79,10,herb_targets_body_part,High,Strong,Anti-inflammatory action
79,11,herb_targets_body_part,Low,Strong,Immunomodulatory action
79,12,herb_targets_body_part,High,Weak,Neuroprotective action
80,1,herb_targets_body_part,Medium,Strong,Immunomodulatory action
80,2,herb_targets_body_part,High,Weak,Digestive stimulant
80,3,herb_targets_body_part,High,Weak,Hepatoprotective action
80,4,herb_targets_body_part,High,Weak,Respiratory support
80,6,herb_targets_body_part,Low,Weak,Respiratory support
80,8,herb_targets_body_part,Medium,Strong,Immunomodulatory action
80,9,herb_targets_body_part,Low,Strong,Cardiotonic action
80,10,herb_targets_body_part,Low,Moderate,Respiratory support
80,11,herb_targets_body_part,High,Weak,Anti-inflammatory action
80,12,herb_targets_body_part,Medium,Strong,Immunomodulatory action
81,1,herb_targets_body_part,High,Moderate,Anti-inflammatory action
81,2,herb_targets_body_part,Low,Weak,Hepatoprotective action
81,3,herb_targets_body_part,Low,Weak,Cardiotonic action
81,4,herb_targets_body_part,Low,Moderate,Digestive stimulant
81,5,herb_targets_body_part,Medium,Strong,Respiratory support
81,6,herb_targets_body_part,Medium,Strong,Cardiotonic action
81,9,herb_targets_body_part,High,Moderate,Digestive stimulant
81,10,herb_targets_body_part,Low,Weak,Cardiotonic action
81,11,herb_targets_body_part,Medium,Strong,Diuretic action
81,12,herb_targets_body_part,High,Moderate,Neuroprotective action
82,1,herb_targets_body_part,Medium,Strong,Neuroprotective action
82,2,herb_targets_body_part,High,Weak,Diuretic action
82,3,herb_targets_body_part,Low,Strong,Immunomodulatory action
82,4,herb_targets_body_part,High,Moderate,Neuroprotective action
82,7,herb_targets_body_part,High,Moderate,Digestive stimulant
82,8,herb_targets_body_part,High,Strong,Hepatoprotective action
82,9,herb_targets_body_part,Medium,Strong,Diuretic action
82,10,herb_targets_body_part,Low,Moderate,Hepatoprotective action
82,11,herb_targets_body_part,Low,Weak,Neuroprotective action
82,12,herb_targets_body_part,Low,Strong,Hepatoprotective action
83,1,herb_targets_body_part,Medium,Moderate,Anti-inflammatory action
83,2,herb_targets_body_part,High,Strong,Anti-inflammatory action
83,4,herb_targets_body_part,High,Strong,Hepatoprotective action
83,6,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
83,7,herb_targets_body_part,High,Strong,Respiratory support
83,8,herb_targets_body_part,Low,Strong,Digestive stimulant
83,9,herb_targets_body_part,High,Moderate,Diuretic action
83,10,herb_targets_body_part,High,Moderate,Respiratory support
83,11,herb_targets_body_part,Medium,Strong,Digestive stimulant
83,12,herb_targets_body_part,High,Weak,Immunomodulatory action
84,1,herb_targets_body_part,Low,Weak,Hepatoprotective action
84,2,herb_targets_body_part,High,Strong,Hepatoprotective action
84,4,herb_targets_body_part,Low,Moderate,Hepatoprotective action
84,6,herb_targets_body_part,Low,Moderate,Neuroprotective action
84,7,herb_targets_body_part,High,Strong,Anti-inflammatory action
84,8,herb_targets_body_part,High,Moderate,Cardiotonic action
84,9,herb_targets_body_part,High,Moderate,Immunomodulatory action
84,10,herb_targets_body_part,High,Weak,Cardiotonic action
84,11,herb_targets_body_part,Low,Weak,Hepatoprotective action
84,12,herb_targets_body_part,Medium,Strong,Hepatoprotective action
85,1,herb_targets_body_part,High,Strong,Immunomodulatory action
85,2,herb_targets_body_part,Medium,Strong,Respiratory support
85,3,herb_targets_body_part,High,Moderate,Hepatoprotective action
85,4,herb_targets_body_part,High,Weak,Neuroprotective action
85,7,herb_targets_body_part,High,Moderate,Respiratory support
85,8,herb_targets_body_part,Low,Strong,Cardiotonic action
85,9,herb_targets_body_part,High,Weak,Immunomodulatory action
85,10,herb_targets_body_part,Low,Moderate,Respiratory support
85,11,herb_targets_body_part,High,Moderate,Diuretic action
85,12,herb_targets_body_part,Low,Moderate,Immunomodulatory action
86,1,herb_targets_body_part,Low,Strong,Anti-inflammatory action
86,2,herb_targets_body_part,High,Weak,Neuroprotective action
86,3,herb_targets_body_part,Medium,Strong,Cardiotonic action
86,4,herb_targets_body_part,Medium,Weak,Diuretic action
86,7,herb_targets_body_part,High,Strong,Cardiotonic action
86,8,herb_targets_body_part,Low,Moderate,Neuroprotective action
86,9,herb_targets_body_part,High,Moderate,Neuroprotective action
86,10,herb_targets_body_part,High,Moderate,Respiratory support
86,11,herb_targets_body_part,Medium,Moderate,Cardiotonic action
86,12,herb_targets_body_part,Medium,Weak,Cardiotonic action
87,1,herb_targets_body_part,Low,Weak,Respiratory support
87,2,herb_targets_body_part,High,Weak,Digestive stimulant
87,3,herb_targets_body_part,Medium,Moderate,Diuretic action
87,4,herb_targets_body_part,Low,Weak,Diuretic action
87,7,herb_targets_body_part,Low,Weak,Digestive stimulant
87,8,herb_targets_body_part,Medium,Strong,Cardiotonic action
87,9,herb_targets_body_part,Low,Weak,Digestive stimulant
87,10,herb_targets_body_part,Low,Strong,Digestive stimulant
87,11,herb_targets_body_part,Medium,Strong,Digestive stimulant
87,12,herb_targets_body_part,High,Moderate,Diuretic action
88,1,herb_targets_body_part,High,Strong,Anti-inflammatory action
88,2,herb_targets_body_part,Medium,Moderate,Neuroprotective action
88,4,herb_targets_body_part,Medium,Moderate,Neuroprotective action
88,5,herb_targets_body_part,Low,Moderate,Digestive stimulant
88,6,herb_targets_body_part,High,Strong,Anti-inflammatory action
88,7,herb_targets_body_part,Low,Strong,Hepatoprotective action
88,9,herb_targets_body_part,Low,Weak,Neuroprotective action
88,10,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
88,11,herb_targets_body_part,Low,Moderate,Respiratory support
88,12,herb_targets_body_part,High,Weak,Hepatoprotective action
89,1,herb_targets_body_part,Low,Weak,Hepatoprotective action
89,2,herb_targets_body_part,Medium,Weak,Neuroprotective action
89,3,herb_targets_body_part,High,Strong,Respiratory support
89,4,herb_targets_body_part,High,Strong,Digestive stimulant
89,5,herb_targets_body_part,High,Strong,Cardiotonic action
89,6,herb_targets_body_part,High,Strong,Diuretic action
89,7,herb_targets_body_part,Low,Strong,Immunomodulatory action
89,9,herb_targets_body_part,Medium,Moderate,Respiratory support
89,10,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
89,12,herb_targets_body_part,Medium,Strong,Neuroprotective action
90,1,herb_targets_body_part,High,Weak,Anti-inflammatory action
90,2,herb_targets_body_part,Low,Strong,Neuroprotective action
90,3,herb_targets_body_part,High,Moderate,Cardiotonic action
90,4,herb_targets_body_part,Low,Moderate,Immunomodulatory action
90,5,herb_targets_body_part,Low,Weak,Immunomodulatory action
90,6,herb_targets_body_part,Low,Strong,Cardiotonic action
90,7,herb_targets_body_part,High,Moderate,Hepatoprotective action
90,9,herb_targets_body_part,Low,Moderate,Neuroprotective action
90,10,herb_targets_body_part,Low,Strong,Cardiotonic action
90,12,herb_targets_body_part,Low,Strong,Digestive stimulant
91,1,herb_targets_body_part,Medium,Strong,Hepatoprotective action
91,2,herb_targets_body_part,Low,Moderate,Diuretic action
91,3,herb_targets_body_part,Medium,Weak,Cardiotonic action
91,4,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
91,5,herb_targets_body_part,Medium,Weak,Cardiotonic action
91,6,herb_targets_body_part,High,Moderate,Hepatoprotective action
91,7,herb_targets_body_part,High,Strong,Respiratory support
91,9,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
91,10,herb_targets_body_part,High,Moderate,Neuroprotective action
91,12,herb_targets_body_part,Low,Strong,Hepatoprotective action
92,1,herb_targets_body_part,High,Weak,Anti-inflammatory action
92,2,herb_targets_body_part,Medium,Strong,Digestive stimulant
92,3,herb_targets_body_part,Low,Strong,Digestive stimulant
92,4,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
92,5,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
92,6,herb_targets_body_part,High,Moderate,Hepatoprotective action
92,7,herb_targets_body_part,Medium,Strong,Respiratory support
92,9,herb_targets_body_part,Medium,Moderate,Digestive stimulant
92,10,herb_targets_body_part,Medium,Moderate,Respiratory support
92,12,herb_targets_body_part,High,Weak,Hepatoprotective action
93,1,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
93,2,herb_targets_body_part,Low,Strong,Anti-inflammatory action
93,3,herb_targets_body_part,Low,Moderate,Diuretic action
93,4,herb_targets_body_part,Low,Strong,Immunomodulatory action
93,5,herb_targets_body_part,High,Strong,Diuretic action
93,6,herb_targets_body_part,High,Weak,Hepatoprotective action
93,7,herb_targets_body_part,Low,Strong,Digestive stimulant
93,8,herb_targets_body_part,Low,Weak,Neuroprotective action
93,11,herb_targets_body_part,Low,Strong,Respiratory support
93,12,herb_targets_body_part,Medium,Strong,Respiratory support
94,1,herb_targets_body_part,Medium,Moderate,Cardiotonic action
94,2,herb_targets_body_part,High,Weak,Cardiotonic action
94,4,herb_targets_body_part,High,Strong,Hepatoprotective action
94,5,herb_targets_body_part,High,Weak,Diuretic action
94,6,herb_targets_body_part,High,Strong,Neuroprotective action
94,7,herb_targets_body_part,Medium,Weak,Hepatoprotective action
94,8,herb_targets_body_part,Medium,Strong,Diuretic action
94,9,herb_targets_body_part,Medium,Strong,Immunomodulatory action
94,10,herb_targets_body_part,High,Strong,Immunomodulatory action
94,12,herb_targets_body_part,Low,Moderate,Respiratory support
95,1,herb_targets_body_part,High,Strong,Neuroprotective action
95,2,herb_targets_body_part,Low,Moderate,Immunomodulatory action
95,3,herb_targets_body_part,Medium,Moderate,Diuretic action
95,4,herb_targets_body_part,Low,Strong,Hepatoprotective action
95,6,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
95,7,herb_targets_body_part,Medium,Moderate,Cardiotonic action
95,8,herb_targets_body_part,Medium,Weak,Neuroprotective action
95,9,herb_targets_body_part,Medium,Moderate,Respiratory support
95,10,herb_targets_body_part,Medium,Strong,Cardiotonic action
95,11,herb_targets_body_part,Low,Moderate,Immunomodulatory action
96,1,herb_targets_body_part,Low,Strong,Anti-inflammatory action
96,2,herb_targets_body_part,Low,Strong,Anti-inflammatory action
96,3,herb_targets_body_part,High,Strong,Immunomodulatory action
96,5,herb_targets_body_part,Medium,Strong,Cardiotonic action
96,6,herb_targets_body_part,High,Strong,Cardiotonic action
96,7,herb_targets_body_part,Medium,Weak,Hepatoprotective action
96,8,herb_targets_body_part,Medium,Moderate,Diuretic action
96,9,herb_targets_body_part,Low,Weak,Diuretic action
96,10,herb_targets_body_part,High,Strong,Neuroprotective action
96,11,herb_targets_body_part,Low,Strong,Cardiotonic action
97,1,herb_targets_body_part,Medium,Strong,Cardiotonic action
97,2,herb_targets_body_part,Medium,Strong,Respiratory support
97,3,herb_targets_body_part,Medium,Weak,Diuretic action
97,4,herb_targets_body_part,High,Weak,Diuretic action
97,6,herb_targets_body_part,High,Moderate,Diuretic action
97,7,herb_targets_body_part,High,Weak,Neuroprotective action
97,8,herb_targets_body_part,Medium,Strong,Digestive stimulant
97,9,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
97,11,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
97,12,herb_targets_body_part,Medium,Moderate,Diuretic action
98,1,herb_targets_body_part,High,Strong,Digestive stimulant
98,2,herb_targets_body_part,High,Weak,Cardiotonic action
98,3,herb_targets_body_part,Medium,Moderate,Neuroprotective action
98,5,herb_targets_body_part,High,Strong,Hepatoprotective action
98,6,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
98,7,herb_targets_body_part,Medium,Weak,Diuretic action
98,8,herb_targets_body_part,Medium,Weak,Digestive stimulant
98,10,herb_targets_body_part,Low,Moderate,Neuroprotective action
98,11,herb_targets_body_part,High,Strong,Cardiotonic action
98,12,herb_targets_body_part,Medium,Moderate,Neuroprotective action
99,1,herb_targets_body_part,High,Moderate,Cardiotonic action
99,2,herb_targets_body_part,Medium,Moderate,Neuroprotective action
99,3,herb_targets_body_part,Low,Moderate,Respiratory support
99,5,herb_targets_body_part,Low,Weak,Cardiotonic action
99,6,herb_targets_body_part,High,Weak,Digestive stimulant
99,7,herb_targets_body_part,High,Weak,Neuroprotective action
99,8,herb_targets_body_part,Medium,Weak,Respiratory support
99,10,herb_targets_body_part,High,Strong,Diuretic action
99,11,herb_targets_body_part,High,Moderate,Respiratory support
99,12,herb_targets_body_part,High,Weak,Cardiotonic action
100,1,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
100,2,herb_targets_body_part,Medium,Strong,Diuretic action
100,3,herb_targets_body_part,Low,Weak,Hepatoprotective action
100,6,herb_targets_body_part,High,Strong,Digestive stimulant
100,7,herb_targets_body_part,Medium,Weak,Neuroprotective action
100,8,herb_targets_body_part,Low,Moderate,Digestive stimulant
100,9,herb_targets_body_part,Medium,Strong,Digestive stimulant
100,10,herb_targets_body_part,Low,Weak,Anti-inflammatory action
100,11,herb_targets_body_part,Medium,Moderate,Anti-inflammatory action
100,12,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
101,1,herb_targets_body_part,Low,Moderate,Diuretic action
101,2,herb_targets_body_part,Medium,Moderate,Respiratory support
101,3,herb_targets_body_part,Medium,Weak,Cardiotonic action
101,4,herb_targets_body_part,Low,Moderate,Hepatoprotective action
101,5,herb_targets_body_part,High,Moderate,Cardiotonic action
101,6,herb_targets_body_part,Medium,Strong,Neuroprotective action
101,7,herb_targets_body_part,Low,Moderate,Cardiotonic action
101,8,herb_targets_body_part,Medium,Weak,Cardiotonic action
101,9,herb_targets_body_part,Low,Moderate,Hepatoprotective action
101,10,herb_targets_body_part,High,Strong,Hepatoprotective action
101,11,herb_targets_body_part,Low,Strong,Cardiotonic action
101,12,herb_targets_body_part,High,Moderate,Hepatoprotective action
102,1,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
102,2,herb_targets_body_part,Low,Moderate,Cardiotonic action
102,3,herb_targets_body_part,High,Strong,Diuretic action
102,4,herb_targets_body_part,Low,Moderate,Hepatoprotective action
102,5,herb_targets_body_part,High,Moderate,Hepatoprotective action
102,6,herb_targets_body_part,Medium,Moderate,Cardiotonic action
102,7,herb_targets_body_part,Low,Weak,Cardiotonic action
102,8,herb_targets_body_part,High,Moderate,Digestive stimulant
102,9,herb_targets_body_part,Low,Moderate,Immunomodulatory action
102,10,herb_targets_body_part,Low,Moderate,Immunomodulatory action
102,11,herb_targets_body_part,Medium,Weak,Digestive stimulant
102,12,herb_targets_body_part,High,Moderate,Anti-inflammatory action
103,1,herb_targets_body_part,High,Strong,Neuroprotective action
103,2,herb_targets_body_part,Medium,Weak,Respiratory support
103,3,herb_targets_body_part,Medium,Strong,Cardiotonic action
103,4,herb_targets_body_part,High,Weak,Cardiotonic action
103,5,herb_targets_body_part,High,Weak,Cardiotonic action
103,6,herb_targets_body_part,High,Weak,Cardiotonic action
103,7,herb_targets_body_part,High,Weak,Cardiotonic action
103,8,herb_targets_body_part,Low,Strong,Cardiotonic action
103,9,herb_targets_body_part,Medium,Weak,Neuroprotective action
103,10,herb_targets_body_part,Medium,Strong,Hepatoprotective action
103,11,herb_targets_body_part,Low,Strong,Hepatoprotective action
103,12,herb_targets_body_part,Low,Weak,Cardiotonic action
104,1,herb_targets_body_part,Low,Moderate,Neuroprotective action
104,2,herb_targets_body_part,Medium,Strong,Hepatoprotective action
104,3,herb_targets_body_part,High,Strong,Cardiotonic action
104,4,herb_targets_body_part,High,Weak,Neuroprotective action
104,5,herb_targets_body_part,High,Weak,Hepatoprotective action
104,6,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
104,7,herb_targets_body_part,Low,Weak,Neuroprotective action
104,8,herb_targets_body_part,Medium,Weak,Respiratory support
104,9,herb_targets_body_part,High,Strong,Digestive stimulant
104,10,herb_targets_body_part,Medium,Strong,Digestive stimulant
104,11,herb_targets_body_part,Low,Moderate,Immunomodulatory action
104,12,herb_targets_body_part,Low,Strong,Immunomodulatory action
105,1,herb_targets_body_part,High,Strong,Anti-inflammatory action
105,2,herb_targets_body_part,Low,Weak,Hepatoprotective action
105,3,herb_targets_body_part,High,Moderate,Hepatoprotective action
105,4,herb_targets_body_part,High,Strong,Immunomodulatory action
105,5,herb_targets_body_part,Medium,Strong,Hepatoprotective action
105,6,herb_targets_body_part,High,Moderate,Respiratory support
105,7,herb_targets_body_part,High,Moderate,Hepatoprotective action
105,8,herb_targets_body_part,Medium,Strong,Cardiotonic action
105,9,herb_targets_body_part,High,Moderate,Hepatoprotective action
105,10,herb_targets_body_part,High,Weak,Cardiotonic action
105,11,herb_targets_body_part,Medium,Moderate,Diuretic action
105,12,herb_targets_body_part,High,Strong,Immunomodulatory action
106,1,herb_targets_body_part,High,Strong,Anti-inflammatory action
106,2,herb_targets_body_part,High,Moderate,Respiratory support
106,3,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
106,4,herb_targets_body_part,High,Weak,Immunomodulatory action
106,5,herb_targets_body_part,High,Strong,Anti-inflammatory action
106,6,herb_targets_body_part,Low,Strong,Neuroprotective action
106,7,herb_targets_body_part,High,Moderate,Hepatoprotective action
106,8,herb_targets_body_part,High,Strong,Respiratory support
106,9,herb_targets_body_part,High,Strong,Hepatoprotective action
106,10,herb_targets_body_part,Low,Weak,Neuroprotective action
106,11,herb_targets_body_part,Medium,Moderate,Diuretic action
106,12,herb_targets_body_part,High,Strong,Respiratory support
107,1,herb_targets_body_part,Low,Weak,Immunomodulatory action
107,2,herb_targets_body_part,Medium,Weak,Diuretic action
107,3,herb_targets_body_part,Medium,Weak,Cardiotonic action
107,4,herb_targets_body_part,High,Moderate,Neuroprotective action
107,5,herb_targets_body_part,High,Weak,Immunomodulatory action
107,6,herb_targets_body_part,Medium,Strong,Immunomodulatory action
107,7,herb_targets_body_part,High,Strong,Diuretic action
107,8,herb_targets_body_part,Medium,Moderate,Cardiotonic action
107,9,herb_targets_body_part,Low,Weak,Immunomodulatory action
107,10,herb_targets_body_part,Medium,Weak,Hepatoprotective action
107,11,herb_targets_body_part,Low,Moderate,Cardiotonic action
107,12,herb_targets_body_part,High,Weak,Respiratory support
108,1,herb_targets_body_part,Medium,Weak,Hepatoprotective action
108,2,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
108,3,herb_targets_body_part,Low,Moderate,Cardiotonic action
108,4,herb_targets_body_part,Medium,Weak,Respiratory support
108,5,herb_targets_body_part,Medium,Strong,Hepatoprotective action
108,6,herb_targets_body_part,High,Moderate,Cardiotonic action
108,7,herb_targets_body_part,High,Moderate,Digestive stimulant
108,8,herb_targets_body_part,High,Strong,Respiratory support
108,9,herb_targets_body_part,Medium,Strong,Respiratory support
108,10,herb_targets_body_part,High,Strong,Respiratory support
108,11,herb_targets_body_part,Low,Strong,Respiratory support
108,12,herb_targets_body_part,High,Moderate,Respiratory support
109,1,herb_targets_body_part,High,Weak,Hepatoprotective action
109,2,herb_targets_body_part,Medium,Moderate,Digestive stimulant
109,3,herb_targets_body_part,Low,Strong,Hepatoprotective action
109,4,herb_targets_body_part,Low,Moderate,Hepatoprotective action
109,5,herb_targets_body_part,Low,Weak,Cardiotonic action
109,6,herb_targets_body_part,Low,Moderate,Respiratory support
109,7,herb_targets_body_part,Medium,Strong,Digestive stimulant
109,8,herb_targets_body_part,High,Moderate,Diuretic action
109,9,herb_targets_body_part,High,Moderate,Cardiotonic action
109,10,herb_targets_body_part,High,Strong,Diuretic action
109,11,herb_targets_body_part,High,Weak,Respiratory support
109,12,herb_targets_body_part,Low,Moderate,Digestive stimulant
110,1,herb_targets_body_part,Low,Strong,Immunomodulatory action
110,2,herb_targets_body_part,High,Weak,Anti-inflammatory action
110,3,herb_targets_body_part,Medium,Moderate,Neuroprotective action
110,4,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
110,5,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
110,6,herb_targets_body_part,High,Moderate,Hepatoprotective action
110,7,herb_targets_body_part,Medium,Weak,Immunomodulatory action
110,8,herb_targets_body_part,Medium,Moderate,Respiratory support
110,9,herb_targets_body_part,Medium,Strong,Respiratory support
110,10,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
110,11,herb_targets_body_part,Medium,Moderate,Diuretic action
110,12,herb_targets_body_part,Medium,Weak,Hepatoprotective action
111,1,herb_targets_body_part,Medium,Weak,Hepatoprotective action
111,2,herb_targets_body_part,High,Strong,Anti-inflammatory action
111,3,herb_targets_body_part,High,Strong,Hepatoprotective action
111,4,herb_targets_body_part,Medium,Weak,Cardiotonic action
111,5,herb_targets_body_part,High,Strong,Hepatoprotective action
111,6,herb_targets_body_part,High,Weak,Respiratory support
111,7,herb_targets_body_part,Low,Strong,Anti-inflammatory action
111,8,herb_targets_body_part,Medium,Strong,Hepatoprotective action
111,9,herb_targets_body_part,High,Moderate,Hepatoprotective action
111,10,herb_targets_body_part,Medium,Moderate,Cardiotonic action
111,11,herb_targets_body_part,Medium,Weak,Neuroprotective action
111,12,herb_targets_body_part,High,Weak,Diuretic action
112,1,herb_targets_body_part,High,Strong,Respiratory support
112,2,herb_targets_body_part,High,Weak,Cardiotonic action
112,3,herb_targets_body_part,Low,Moderate,Hepatoprotective action
112,4,herb_targets_body_part,Low,Weak,Digestive stimulant
112,5,herb_targets_body_part,Low,Moderate,Diuretic action
112,6,herb_targets_body_part,Medium,Moderate,Diuretic action
112,7,herb_targets_body_part,High,Strong,Immunomodulatory action
112,8,herb_targets_body_part,Medium,Weak,Hepatoprotective action
112,9,herb_targets_body_part,Medium,Weak,Digestive stimulant
112,10,herb_targets_body_part,Low,Weak,Digestive stimulant
112,11,herb_targets_body_part,Low,Strong,Hepatoprotective action
112,12,herb_targets_body_part,Medium,Strong,Digestive stimulant
113,1,herb_targets_body_part,High,Weak,Digestive stimulant
113,2,herb_targets_body_part,Medium,Moderate,Digestive stimulant
113,3,herb_targets_body_part,Medium,Strong,Respiratory support
113,4,herb_targets_body_part,High,Weak,Respiratory support
113,5,herb_targets_body_part,Medium,Weak,Diuretic action
113,6,herb_targets_body_part,Low,Strong,Hepatoprotective action
113,7,herb_targets_body_part,High,Strong,Respiratory support
113,8,herb_targets_body_part,Medium,Moderate,Digestive stimulant
113,9,herb_targets_body_part,Medium,Strong,Hepatoprotective action
113,10,herb_targets_body_part,Medium,Moderate,Neuroprotective action
113,11,herb_targets_body_part,Low,Moderate,Hepatoprotective action
113,12,herb_targets_body_part,High,Moderate,Hepatoprotective action
114,1,herb_targets_body_part,Low,Strong,Digestive stimulant
114,2,herb_targets_body_part,High,Moderate,Neuroprotective action
114,3,herb_targets_body_part,Medium,Strong,Diuretic action
114,4,herb_targets_body_part,Low,Weak,Diuretic action
114,5,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
114,6,herb_targets_body_part,Low,Strong,Respiratory support
114,7,herb_targets_body_part,Medium,Strong,Neuroprotective action
114,8,herb_targets_body_part,Medium,Weak,Cardiotonic action
114,9,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
114,10,herb_targets_body_part,Medium,Moderate,Respiratory support
114,11,herb_targets_body_part,High,Strong,Cardiotonic action
114,12,herb_targets_body_part,Low,Moderate,Digestive stimulant
115,1,herb_targets_body_part,Medium,Strong,Cardiotonic action
115,2,herb_targets_body_part,High,Weak,Immunomodulatory action
115,3,herb_targets_body_part,Low,Weak,Diuretic action
115,4,herb_targets_body_part,Low,Moderate,Hepatoprotective action
115,5,herb_targets_body_part,Low,Strong,Digestive stimulant
115,6,herb_targets_body_part,High,Strong,Hepatoprotective action
115,7,herb_targets_body_part,High,Strong,Immunomodulatory action
115,8,herb_targets_body_part,High,Strong,Hepatoprotective action
115,9,herb_targets_body_part,Medium,Strong,Cardiotonic action
115,10,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
