source_node_id,target_node_id,relationship_type,indicator_strength,specificity,diagnostic_value
316,1,symptom_indicates_dosha_imbalance,High,Low,High
316,2,symptom_indicates_dosha_imbalance,Low,Medium,Medium
316,3,symptom_indicates_dosha_imbalance,Medium,Low,Low
317,1,symptom_indicates_dosha_imbalance,Low,High,Medium
317,2,symptom_indicates_dosha_imbalance,High,Medium,Medium
317,3,symptom_indicates_dosha_imbalance,High,High,High
318,1,symptom_indicates_dosha_imbalance,High,High,Medium
318,2,symptom_indicates_dosha_imbalance,Medium,High,Medium
318,3,symptom_indicates_dosha_imbalance,High,Low,Low
319,1,symptom_indicates_dosha_imbalance,Low,High,Low
319,2,symptom_indicates_dosha_imbalance,High,High,Low
319,3,symptom_indicates_dosha_imbalance,Low,Low,Low
320,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
320,2,symptom_indicates_dosha_imbalance,Medium,Low,High
320,3,symptom_indicates_dosha_imbalance,High,High,High
321,1,symptom_indicates_dosha_imbalance,Low,Medium,High
321,2,symptom_indicates_dosha_imbalance,Low,High,Low
321,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
322,1,symptom_indicates_dosha_imbalance,Medium,Medium,Low
322,2,symptom_indicates_dosha_imbalance,High,High,Low
322,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
323,1,symptom_indicates_dosha_imbalance,High,Medium,Low
323,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
323,3,symptom_indicates_dosha_imbalance,Medium,High,Low
324,1,symptom_indicates_dosha_imbalance,High,Low,High
324,2,symptom_indicates_dosha_imbalance,High,High,High
324,3,symptom_indicates_dosha_imbalance,Medium,Low,High
325,1,symptom_indicates_dosha_imbalance,High,High,Medium
325,2,symptom_indicates_dosha_imbalance,Medium,Medium,High
325,3,symptom_indicates_dosha_imbalance,High,High,High
326,1,symptom_indicates_dosha_imbalance,High,Medium,Low
326,2,symptom_indicates_dosha_imbalance,Low,Low,Low
326,3,symptom_indicates_dosha_imbalance,Medium,High,Medium
327,1,symptom_indicates_dosha_imbalance,Low,Low,Low
327,2,symptom_indicates_dosha_imbalance,Medium,High,Medium
327,3,symptom_indicates_dosha_imbalance,Low,Medium,Medium
328,1,symptom_indicates_dosha_imbalance,Medium,Medium,Low
328,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
328,3,symptom_indicates_dosha_imbalance,High,High,High
329,1,symptom_indicates_dosha_imbalance,Medium,Low,High
329,2,symptom_indicates_dosha_imbalance,High,Medium,Medium
329,3,symptom_indicates_dosha_imbalance,Medium,Low,Low
330,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
330,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
330,3,symptom_indicates_dosha_imbalance,High,Low,Low
331,1,symptom_indicates_dosha_imbalance,Low,High,High
331,2,symptom_indicates_dosha_imbalance,Low,Medium,High
331,3,symptom_indicates_dosha_imbalance,High,Medium,Medium
332,1,symptom_indicates_dosha_imbalance,Medium,Low,Medium
332,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
332,3,symptom_indicates_dosha_imbalance,Medium,High,Low
333,1,symptom_indicates_dosha_imbalance,High,Medium,Low
333,2,symptom_indicates_dosha_imbalance,Medium,High,Low
333,3,symptom_indicates_dosha_imbalance,Low,High,Low
334,1,symptom_indicates_dosha_imbalance,High,High,Low
334,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
334,3,symptom_indicates_dosha_imbalance,High,High,Low
335,1,symptom_indicates_dosha_imbalance,Medium,High,Medium
335,2,symptom_indicates_dosha_imbalance,High,Medium,Medium
335,3,symptom_indicates_dosha_imbalance,Low,Low,Low
336,1,symptom_indicates_dosha_imbalance,Medium,Low,Medium
336,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
336,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
337,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
337,2,symptom_indicates_dosha_imbalance,Low,Medium,Medium
337,3,symptom_indicates_dosha_imbalance,Low,High,High
338,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
338,2,symptom_indicates_dosha_imbalance,High,Low,Medium
338,3,symptom_indicates_dosha_imbalance,Medium,Low,Low
339,1,symptom_indicates_dosha_imbalance,High,Low,High
339,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
339,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
340,1,symptom_indicates_dosha_imbalance,High,Low,Low
340,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
340,3,symptom_indicates_dosha_imbalance,High,Low,Medium
341,1,symptom_indicates_dosha_imbalance,High,Medium,High
341,2,symptom_indicates_dosha_imbalance,Low,High,Low
341,3,symptom_indicates_dosha_imbalance,Medium,Low,High
342,1,symptom_indicates_dosha_imbalance,Low,Low,High
342,2,symptom_indicates_dosha_imbalance,High,Medium,High
342,3,symptom_indicates_dosha_imbalance,High,Low,Low
343,1,symptom_indicates_dosha_imbalance,High,Low,High
343,2,symptom_indicates_dosha_imbalance,Medium,High,High
343,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
344,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
344,2,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
344,3,symptom_indicates_dosha_imbalance,High,Medium,Medium
345,1,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
345,2,symptom_indicates_dosha_imbalance,High,Medium,Medium
345,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
346,1,symptom_indicates_dosha_imbalance,High,Medium,Medium
346,2,symptom_indicates_dosha_imbalance,Low,High,High
346,3,symptom_indicates_dosha_imbalance,Low,High,Medium
347,1,symptom_indicates_dosha_imbalance,Low,High,High
347,2,symptom_indicates_dosha_imbalance,High,Low,Medium
347,3,symptom_indicates_dosha_imbalance,Medium,Low,High
348,1,symptom_indicates_dosha_imbalance,High,Low,High
348,2,symptom_indicates_dosha_imbalance,Medium,Low,Low
348,3,symptom_indicates_dosha_imbalance,Low,High,Medium
349,1,symptom_indicates_dosha_imbalance,High,Medium,Low
349,2,symptom_indicates_dosha_imbalance,Medium,Low,High
349,3,symptom_indicates_dosha_imbalance,High,Low,Medium
350,1,symptom_indicates_dosha_imbalance,High,Medium,Low
350,2,symptom_indicates_dosha_imbalance,Low,Low,Low
350,3,symptom_indicates_dosha_imbalance,High,High,High
