source_node_id,target_node_id,relationship_type,effect_type,intensity,primary_action,secondary_action
1156,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Diuretic
1778,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Nourishing
833,3,herb_balances_dosha,Balancing,Medium,Cooling,Nourishing
826,1,herb_balances_dosha,Balancing,Low,Diuretic,Immunomodulatory
1008,2,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
607,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
1435,3,herb_balances_dosha,Balancing,Low,Diuretic,Diuretic
420,1,herb_balances_dosha,Balancing,Low,Grounding,Calming
1149,3,herb_balances_dosha,Balancing,High,Warming,Diuretic
556,2,herb_balances_dosha,Balancing,Low,Astringent,Lightening
653,3,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
739,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Calming
1049,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Immunomodulatory
1091,3,herb_balances_dosha,Balancing,High,Astringent,Calming
1234,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Calming
1449,1,herb_balances_dosha,Balancing,High,Rejuvenating,Calming
539,2,herb_balances_dosha,Balancing,Low,Warming,Calming
1139,3,herb_balances_dosha,Balancing,Medium,Astringent,Calming
1662,2,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
1787,2,herb_balances_dosha,Balancing,High,Rejuvenating,Calming
1143,3,herb_balances_dosha,Balancing,Low,Warming,Nourishing
790,1,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
1031,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1428,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
401,1,herb_balances_dosha,Balancing,Medium,Grounding,Calming
1113,1,herb_balances_dosha,Balancing,Low,Diuretic,Immunomodulatory
384,1,herb_balances_dosha,Balancing,Low,Astringent,Nourishing
297,1,herb_balances_dosha,Balancing,High,Rejuvenating,Nourishing
397,3,herb_balances_dosha,Balancing,Low,Warming,Calming
832,3,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
1751,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Anti-inflammatory
210,3,herb_balances_dosha,Balancing,Low,Cooling,Diuretic
939,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
878,3,herb_balances_dosha,Balancing,Medium,Grounding,Anti-inflammatory
716,3,herb_balances_dosha,Balancing,Low,Cooling,Anti-inflammatory
1245,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
998,3,herb_balances_dosha,Balancing,High,Diuretic,Immunomodulatory
1143,2,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
518,1,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
1006,2,herb_balances_dosha,Balancing,Medium,Astringent,Immunomodulatory
330,1,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
392,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
737,3,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
978,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
832,1,herb_balances_dosha,Balancing,High,Grounding,Lightening
1000,1,herb_balances_dosha,Balancing,Medium,Grounding,Immunomodulatory
936,2,herb_balances_dosha,Balancing,Medium,Diuretic,Calming
388,2,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
870,2,herb_balances_dosha,Balancing,Medium,Diuretic,Anti-inflammatory
949,1,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
1735,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
457,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
534,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Anti-inflammatory
1253,2,herb_balances_dosha,Balancing,High,Astringent,Diuretic
1346,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
1322,3,herb_balances_dosha,Balancing,Low,Astringent,Calming
957,3,herb_balances_dosha,Balancing,Medium,Warming,Nourishing
1007,1,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
1557,3,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
1440,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Nourishing
435,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
1462,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
1194,1,herb_balances_dosha,Balancing,High,Astringent,Immunomodulatory
665,2,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
419,2,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
553,3,herb_balances_dosha,Balancing,Medium,Diuretic,Nourishing
1228,1,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
500,2,herb_balances_dosha,Balancing,Low,Warming,Calming
746,2,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
1214,1,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
1103,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Immunomodulatory
958,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
263,3,herb_balances_dosha,Balancing,High,Diuretic,Calming
955,1,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
880,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
607,3,herb_balances_dosha,Balancing,Low,Diuretic,Immunomodulatory
328,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
1611,3,herb_balances_dosha,Balancing,High,Warming,Diuretic
1382,2,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
1154,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Immunomodulatory
1679,2,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
1086,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
654,2,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
251,3,herb_balances_dosha,Balancing,Low,Cooling,Diuretic
302,1,herb_balances_dosha,Balancing,High,Warming,Lightening
1706,3,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
283,3,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
262,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Anti-inflammatory
1233,2,herb_balances_dosha,Balancing,Medium,Diuretic,Calming
539,3,herb_balances_dosha,Balancing,Low,Cooling,Calming
234,3,herb_balances_dosha,Balancing,High,Warming,Lightening
691,2,herb_balances_dosha,Balancing,High,Cooling,Calming
1641,2,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
1461,3,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
311,2,herb_balances_dosha,Balancing,Low,Warming,Diuretic
462,2,herb_balances_dosha,Balancing,High,Cooling,Diuretic
980,3,herb_balances_dosha,Balancing,Low,Warming,Calming
243,3,herb_balances_dosha,Balancing,Medium,Diuretic,Immunomodulatory
1383,2,herb_balances_dosha,Balancing,High,Diuretic,Calming
1690,1,herb_balances_dosha,Balancing,Low,Diuretic,Immunomodulatory
1067,2,herb_balances_dosha,Balancing,Low,Warming,Lightening
291,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
1375,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Anti-inflammatory
476,1,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
1634,3,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
1697,2,herb_balances_dosha,Balancing,High,Warming,Anti-inflammatory
492,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Calming
1460,3,herb_balances_dosha,Balancing,Low,Warming,Calming
1560,3,herb_balances_dosha,Balancing,High,Astringent,Lightening
1237,2,herb_balances_dosha,Balancing,Medium,Warming,Calming
1776,1,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
1541,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
463,2,herb_balances_dosha,Balancing,High,Diuretic,Nourishing
1543,1,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
1593,2,herb_balances_dosha,Balancing,Low,Astringent,Anti-inflammatory
567,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
373,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Immunomodulatory
1462,2,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
220,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Calming
890,1,herb_balances_dosha,Balancing,Low,Grounding,Calming
707,1,herb_balances_dosha,Balancing,Low,Astringent,Lightening
868,1,herb_balances_dosha,Balancing,Low,Diuretic,Calming
1646,2,herb_balances_dosha,Balancing,High,Grounding,Calming
294,3,herb_balances_dosha,Balancing,Medium,Astringent,Immunomodulatory
446,1,herb_balances_dosha,Balancing,High,Grounding,Diuretic
919,1,herb_balances_dosha,Balancing,High,Cooling,Diuretic
562,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
964,3,herb_balances_dosha,Balancing,Low,Astringent,Calming
349,1,herb_balances_dosha,Balancing,Low,Grounding,Diuretic
1059,3,herb_balances_dosha,Balancing,Medium,Cooling,Diuretic
260,3,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
1152,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
1027,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
328,2,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
709,1,herb_balances_dosha,Balancing,High,Astringent,Lightening
371,1,herb_balances_dosha,Balancing,Low,Astringent,Anti-inflammatory
1032,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
1580,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
1615,1,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
735,1,herb_balances_dosha,Balancing,Low,Astringent,Anti-inflammatory
936,3,herb_balances_dosha,Balancing,Low,Diuretic,Calming
1384,2,herb_balances_dosha,Balancing,Medium,Grounding,Immunomodulatory
1517,2,herb_balances_dosha,Balancing,Medium,Diuretic,Nourishing
1201,1,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
1421,3,herb_balances_dosha,Balancing,Medium,Cooling,Diuretic
1142,3,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
403,1,herb_balances_dosha,Balancing,High,Warming,Diuretic
1095,1,herb_balances_dosha,Balancing,Medium,Grounding,Calming
831,2,herb_balances_dosha,Balancing,High,Cooling,Calming
438,2,herb_balances_dosha,Balancing,Medium,Diuretic,Anti-inflammatory
657,3,herb_balances_dosha,Balancing,High,Rejuvenating,Anti-inflammatory
1235,3,herb_balances_dosha,Balancing,High,Astringent,Lightening
1481,2,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
1464,3,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
1110,2,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
1222,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
774,2,herb_balances_dosha,Balancing,High,Cooling,Diuretic
787,2,herb_balances_dosha,Balancing,High,Rejuvenating,Diuretic
1522,3,herb_balances_dosha,Balancing,High,Grounding,Lightening
269,2,herb_balances_dosha,Balancing,High,Astringent,Calming
1077,3,herb_balances_dosha,Balancing,High,Grounding,Diuretic
495,3,herb_balances_dosha,Balancing,Low,Grounding,Lightening
1573,3,herb_balances_dosha,Balancing,High,Grounding,Nourishing
1197,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Diuretic
269,3,herb_balances_dosha,Balancing,High,Warming,Nourishing
1177,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Diuretic
326,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Anti-inflammatory
1577,2,herb_balances_dosha,Balancing,High,Cooling,Nourishing
244,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
1362,3,herb_balances_dosha,Balancing,Low,Cooling,Calming
1377,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
519,1,herb_balances_dosha,Balancing,Medium,Diuretic,Calming
1312,1,herb_balances_dosha,Balancing,Medium,Diuretic,Nourishing
1046,2,herb_balances_dosha,Balancing,High,Diuretic,Lightening
768,2,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
535,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1034,3,herb_balances_dosha,Balancing,Low,Cooling,Nourishing
943,3,herb_balances_dosha,Balancing,Low,Warming,Calming
746,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
333,1,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
676,1,herb_balances_dosha,Balancing,Low,Diuretic,Immunomodulatory
1156,1,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
857,3,herb_balances_dosha,Balancing,High,Astringent,Nourishing
700,1,herb_balances_dosha,Balancing,Medium,Cooling,Calming
501,3,herb_balances_dosha,Balancing,High,Diuretic,Lightening
1484,2,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
443,2,herb_balances_dosha,Balancing,High,Grounding,Lightening
1437,1,herb_balances_dosha,Balancing,Medium,Astringent,Nourishing
1751,2,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
1604,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
328,3,herb_balances_dosha,Balancing,High,Astringent,Calming
1598,3,herb_balances_dosha,Balancing,Low,Astringent,Anti-inflammatory
1180,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
1012,2,herb_balances_dosha,Balancing,High,Rejuvenating,Diuretic
1652,3,herb_balances_dosha,Balancing,High,Cooling,Calming
388,3,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
612,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
1281,2,herb_balances_dosha,Balancing,High,Astringent,Nourishing
1575,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Immunomodulatory
896,3,herb_balances_dosha,Balancing,Medium,Diuretic,Anti-inflammatory
1303,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Nourishing
1791,2,herb_balances_dosha,Balancing,High,Warming,Diuretic
399,1,herb_balances_dosha,Balancing,High,Diuretic,Lightening
1011,2,herb_balances_dosha,Balancing,High,Rejuvenating,Calming
976,2,herb_balances_dosha,Balancing,High,Grounding,Diuretic
1387,2,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
1551,1,herb_balances_dosha,Balancing,High,Rejuvenating,Diuretic
532,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
382,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Calming
343,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
523,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
381,1,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
1097,2,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
1071,1,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
1273,3,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
1212,2,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
745,1,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
1511,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Anti-inflammatory
1773,3,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
460,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
623,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
1466,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Calming
612,3,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
1526,2,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
907,2,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
588,1,herb_balances_dosha,Balancing,High,Warming,Nourishing
665,3,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
1074,2,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
321,1,herb_balances_dosha,Balancing,High,Warming,Diuretic
532,3,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
776,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Calming
1702,2,herb_balances_dosha,Balancing,High,Rejuvenating,Diuretic
974,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
1321,2,herb_balances_dosha,Balancing,High,Rejuvenating,Anti-inflammatory
626,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
521,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
1081,3,herb_balances_dosha,Balancing,Medium,Warming,Calming
316,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
1550,3,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
1720,3,herb_balances_dosha,Balancing,High,Cooling,Calming
816,1,herb_balances_dosha,Balancing,Low,Warming,Calming
671,2,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
1046,1,herb_balances_dosha,Balancing,High,Astringent,Immunomodulatory
482,1,herb_balances_dosha,Balancing,Medium,Grounding,Calming
332,1,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
534,1,herb_balances_dosha,Balancing,High,Cooling,Calming
768,3,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
467,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
1149,1,herb_balances_dosha,Balancing,Medium,Cooling,Nourishing
631,1,herb_balances_dosha,Balancing,High,Cooling,Diuretic
1677,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
1082,1,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
1595,2,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
633,1,herb_balances_dosha,Balancing,Low,Warming,Lightening
370,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Immunomodulatory
1254,1,herb_balances_dosha,Balancing,High,Grounding,Lightening
442,1,herb_balances_dosha,Balancing,Low,Astringent,Lightening
293,2,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
987,3,herb_balances_dosha,Balancing,High,Cooling,Nourishing
536,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
1771,1,herb_balances_dosha,Balancing,Medium,Diuretic,Calming
1347,1,herb_balances_dosha,Balancing,High,Astringent,Diuretic
1713,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
512,1,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
211,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
1444,2,herb_balances_dosha,Balancing,High,Astringent,Immunomodulatory
518,3,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
396,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
554,3,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
1269,1,herb_balances_dosha,Balancing,Low,Diuretic,Diuretic
970,3,herb_balances_dosha,Balancing,High,Rejuvenating,Calming
1443,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
1463,1,herb_balances_dosha,Balancing,Medium,Warming,Diuretic
1204,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
546,3,herb_balances_dosha,Balancing,High,Cooling,Diuretic
1723,3,herb_balances_dosha,Balancing,Medium,Cooling,Nourishing
551,3,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
440,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
841,1,herb_balances_dosha,Balancing,High,Astringent,Diuretic
1431,2,herb_balances_dosha,Balancing,High,Cooling,Diuretic
955,2,herb_balances_dosha,Balancing,High,Grounding,Calming
674,2,herb_balances_dosha,Balancing,High,Cooling,Lightening
879,2,herb_balances_dosha,Balancing,High,Warming,Nourishing
245,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Calming
766,2,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
1767,1,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
1139,2,herb_balances_dosha,Balancing,Low,Warming,Diuretic
576,3,herb_balances_dosha,Balancing,Low,Diuretic,Diuretic
209,3,herb_balances_dosha,Balancing,High,Grounding,Lightening
224,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Immunomodulatory
486,1,herb_balances_dosha,Balancing,Low,Cooling,Anti-inflammatory
1734,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Anti-inflammatory
483,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
554,1,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
274,2,herb_balances_dosha,Balancing,High,Rejuvenating,Diuretic
255,3,herb_balances_dosha,Balancing,Medium,Astringent,Immunomodulatory
426,3,herb_balances_dosha,Balancing,High,Grounding,Lightening
859,1,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
714,1,herb_balances_dosha,Balancing,High,Warming,Diuretic
737,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
322,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Immunomodulatory
782,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Nourishing
1006,1,herb_balances_dosha,Balancing,High,Rejuvenating,Calming
1131,2,herb_balances_dosha,Balancing,Low,Warming,Nourishing
312,2,herb_balances_dosha,Balancing,High,Grounding,Calming
1621,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Calming
1102,1,herb_balances_dosha,Balancing,High,Diuretic,Anti-inflammatory
1421,2,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
1251,2,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
1723,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Lightening
1532,2,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
1097,3,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
857,1,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
285,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
721,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
1774,3,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
1434,3,herb_balances_dosha,Balancing,Low,Diuretic,Lightening
1257,3,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
1044,3,herb_balances_dosha,Balancing,High,Cooling,Nourishing
1757,3,herb_balances_dosha,Balancing,Medium,Warming,Lightening
1459,3,herb_balances_dosha,Balancing,Medium,Cooling,Calming
998,1,herb_balances_dosha,Balancing,High,Cooling,Calming
1213,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
496,1,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
459,1,herb_balances_dosha,Balancing,High,Warming,Diuretic
500,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
1477,2,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
992,2,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
1235,2,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
365,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
929,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Anti-inflammatory
1105,2,herb_balances_dosha,Balancing,Low,Astringent,Lightening
418,3,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
529,3,herb_balances_dosha,Balancing,High,Diuretic,Immunomodulatory
1296,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Nourishing
543,1,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
1333,3,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
217,2,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
544,3,herb_balances_dosha,Balancing,High,Rejuvenating,Diuretic
845,2,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
649,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Lightening
1555,2,herb_balances_dosha,Balancing,Low,Astringent,Nourishing
1588,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
764,2,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
1643,2,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
1556,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
539,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Calming
1354,1,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
1654,2,herb_balances_dosha,Balancing,Medium,Diuretic,Anti-inflammatory
683,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
825,1,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
1500,3,herb_balances_dosha,Balancing,Low,Astringent,Calming
449,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Nourishing
995,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
1231,3,herb_balances_dosha,Balancing,Low,Diuretic,Lightening
589,3,herb_balances_dosha,Balancing,High,Grounding,Diuretic
1301,3,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
1191,2,herb_balances_dosha,Balancing,High,Astringent,Nourishing
819,1,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
921,1,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
528,2,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
1509,3,herb_balances_dosha,Balancing,Medium,Cooling,Nourishing
1398,1,herb_balances_dosha,Balancing,Low,Astringent,Calming
267,1,herb_balances_dosha,Balancing,Medium,Grounding,Calming
624,2,herb_balances_dosha,Balancing,Medium,Astringent,Calming
1068,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
1527,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1723,2,herb_balances_dosha,Balancing,Low,Astringent,Lightening
341,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Anti-inflammatory
1513,2,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
1161,1,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
1426,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
1390,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Calming
1544,2,herb_balances_dosha,Balancing,High,Diuretic,Calming
618,1,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
713,3,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
744,1,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
252,2,herb_balances_dosha,Balancing,High,Rejuvenating,Anti-inflammatory
1539,2,herb_balances_dosha,Balancing,High,Cooling,Diuretic
455,2,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
299,3,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
1627,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
1333,1,herb_balances_dosha,Balancing,Medium,Warming,Lightening
229,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
366,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
1250,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
1145,2,herb_balances_dosha,Balancing,High,Warming,Diuretic
460,2,herb_balances_dosha,Balancing,Low,Astringent,Nourishing
970,2,herb_balances_dosha,Balancing,Low,Diuretic,Diuretic
730,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
1639,1,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
451,1,herb_balances_dosha,Balancing,High,Cooling,Lightening
1535,1,herb_balances_dosha,Balancing,Low,Cooling,Calming
285,3,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
877,1,herb_balances_dosha,Balancing,High,Grounding,Nourishing
284,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
