node_id,name,scientific_name,taste,energy,post_digestive_effect,primary_dosha_balance,secondary_dosha_balance,region,properties,uses,contraindications,medicine_forms,rasa,guna,virya,vipaka,prabhava,reduces_vata,reduces_pitta,reduces_kapha,anti_inflammatory,analgesic,carminative,antimicrobial,antioxidant,hepatoprotective,anxiolytic,antipyretic,alkaloids,flavonoids,terpenoids,phenols,tannins,saponins,glycosides,lignans,sterols,coumarins,dosha_vata,dosha_pitta,dosha_kapha
848,Medhya herbs — Malabar,Mixed herbs,Sweet,Warm,Sour,Pitta,Vata,Himachal Pradesh,Rejuvenative,Respiratory support,Pitta excess,Kwatha (decoction),Sweet,"Bland,Heavy,Cloudy",Hot,Astringent,Diaphoretic,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-3,-2,2
849,Medhya herbs — Kashmir,Mixed herbs,Mixed,Warm,Sour,All,All,Nepal,Antimicrobial,Arthritis,Cold constitution,Ghrita (ghee),Bitter,"Liquid,Smooth,Oily",Cold,Sweet,Diaphoretic,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-3,-1
850,Medhya herbs — Kerala,Mixed herbs,Sour,Cold,Bitter,All,Vata,West Bengal,Digestive stimulant,Weight management,None,Avaleha (jam),Sour,"Soft,Stable",Cold,Pungent,Detoxifying,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-2,0
851,Medhya herbs — Assam,Mixed herbs,Sour,Warm,Sour,Pitta,Pitta,Sri Lanka,Galactagogue,Respiratory support,Diarrhea,Kashaya (decoction),Sour,Light,Cold,Sweet,Carminative,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,-2,2
852,Rasna — Root,Pluchea lanceolata,Bitter,Neutral,Sour,All,Kapha,India,Immunomodulatory,Liver disorders,Bleeding disorders,Taila (oil),Bitter,Cloudy,Cold,Astringent,Galactagogue,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,-3,-2
853,Rasna — Leaf,Pluchea lanceolata,Astringent,Hot,Sour,Vata,All,West Bengal,Expectorant,Hair care,Diarrhea,Churna (powder),Astringent,"Dry,Dense,Sticky",Hot,Sweet,Rejuvenating,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
854,Rasna — Stem,Pluchea lanceolata,Bitter,Cold,Pungent,Vata,Pitta,Sri Lanka,Hepatoprotective,Liver disorders,Cold constitution,Taila (oil),Bitter,"Subtle,Oily",Cold,Pungent,Aphrodisiac,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,-3,1
855,Rasna — Bark,Pluchea lanceolata,Astringent,Neutral,Sour,All,Pitta,Uttar Pradesh,Galactagogue,"Stress, Anxiety",Pitta excess,Taila (oil),Astringent,"Sticky,Dry",Hot,Astringent,Nervine tonic,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,-2,-3
856,Rasna — Seed,Pluchea lanceolata,Astringent,Warm,Sweet,Vata,All,Karnataka,Adaptogenic,Digestion,Pitta excess,Churna (powder),Astringent,"Light,Sharp,Cloudy",Hot,Sweet,Diaphoretic,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-2
857,Rasna — Fruit,Pluchea lanceolata,Bitter,Neutral,Astringent,Vata,Kapha,Kerala,Digestive stimulant,Female reproductive health,Diarrhea,Avaleha (jam),Bitter,"Light,Cloudy,Sharp",Hot,Astringent,Carminative,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-3
858,Rasna — Flower,Pluchea lanceolata,Salty,Warm,Bitter,All,All,Himachal Pradesh,Diuretic,Arthritis,Diarrhea,Vati (tablets),Salty,"Sharp,Subtle,Oily",Cold,Pungent,Diaphoretic,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,1
859,Rasna — Resin,Pluchea lanceolata,Astringent,Cold,Pungent,All,Kapha,Himachal Pradesh,Hepatoprotective,Immunity,Diarrhea,Vati (tablets),Astringent,"Liquid,Heavy,Smooth",Hot,Pungent,Detoxifying,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,-2,-3
860,Rasna — Latex,Pluchea lanceolata,Pungent,Hot,Sweet,Vata,Pitta,Assam,Galactagogue,Female reproductive health,Bleeding disorders,Kwatha (decoction),Pungent,"Soft,Hot,Cold",Hot,Sweet,Carminative,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,-1,2,-3
861,Rasna — Wild,Pluchea lanceolata,Pungent,Cool,Bitter,All,Pitta,Assam,Diuretic,Female reproductive health,Cold constitution,Kashaya (decoction),Pungent,Hot,Cold,Pungent,Rejuvenative,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-2,0,-3
862,Rasna — Rural,Pluchea lanceolata,Astringent,Warm,Pungent,Pitta,All,Nepal,Anti-inflammatory,Weight management,None,Ghrita (ghee),Astringent,"Subtle,Cloudy",Cold,Pungent,Rejuvenative,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,-3,0
863,Rasna — Mountain,Pluchea lanceolata,Salty,Neutral,Astringent,All,Kapha,Kerala,Anti-inflammatory,Weight management,None,Swarasa (juice),Salty,"Liquid,Bland",Hot,Astringent,Analgesic,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-2
864,Rasna — Coastal,Pluchea lanceolata,Bitter,Neutral,Bitter,Vata,Pitta,India,Adaptogenic,Liver disorders,Cold constitution,Kwatha (decoction),Bitter,"Bland,Liquid",Cold,Pungent,Diaphoretic,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,-3,0
865,Rasna — Indian,Pluchea lanceolata,Sour,Neutral,Sweet,Pitta,All,Sri Lanka,Rejuvenative,Hair care,Diarrhea,Kwatha (decoction),Sour,"Subtle,Liquid,Oily",Cold,Sweet,Carminative,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,-2,3
866,Rasna — Himalayan,Pluchea lanceolata,Salty,Neutral,Sour,Kapha,Vata,West Bengal,Diuretic,Digestion,None,Kashaya (decoction),Salty,"Dense,Firm",Hot,Pungent,Demulcent,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-1,2,-1
867,Rasna — Malabar,Pluchea lanceolata,Sour,Cool,Sour,Kapha,All,West Bengal,Adaptogenic,Immunity,Bleeding disorders,Churna (powder),Sour,"Cold,Heavy,Oily",Cold,Pungent,Galactagogue,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
868,Rasna — Kashmir,Pluchea lanceolata,Salty,Neutral,Astringent,Kapha,Vata,Sri Lanka,Expectorant,Weight management,Bleeding disorders,Churna (powder),Salty,"Subtle,Oily",Cold,Astringent,Galactagogue,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
869,Rasna — Kerala,Pluchea lanceolata,Salty,Warm,Sour,Vata,Kapha,Assam,Immunomodulatory,Skin diseases,Cold constitution,Kwatha (decoction),Salty,Heavy,Cold,Pungent,Analgesic,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,1
870,Rasna — Assam,Pluchea lanceolata,Mixed,Warm,Astringent,Pitta,Kapha,Rajasthan,Adaptogenic,Digestion,Diarrhea,Kwatha (decoction),Bitter,"Sticky,Dense",Cold,Astringent,Rejuvenating,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,-3,0
871,Eranda — Root,Ricinus communis,Sour,Cold,Sour,Pitta,All,West Bengal,Hepatoprotective,Immunity,Diarrhea,Ghrita (ghee),Sour,Dry,Hot,Pungent,Demulcent,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
872,Eranda — Leaf,Ricinus communis,Astringent,Cold,Sour,Vata,Kapha,Tamil Nadu,Hepatoprotective,Weight management,Bleeding disorders,Kashaya (decoction),Astringent,"Heavy,Mobile",Hot,Pungent,Rejuvenating,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,-3
873,Eranda — Stem,Ricinus communis,Mixed,Cool,Bitter,Pitta,All,Sri Lanka,Hepatoprotective,Arthritis,Cold constitution,Swarasa (juice),Sour,Firm,Cold,Pungent,Carminative,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-2,2
874,Eranda — Bark,Ricinus communis,Bitter,Warm,Sweet,Vata,Pitta,Assam,Antimicrobial,Liver disorders,Pitta excess,Kashaya (decoction),Bitter,Hot,Cold,Sweet,Aphrodisiac,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,-3,0
875,Eranda — Seed,Ricinus communis,Salty,Neutral,Pungent,All,All,Assam,Adaptogenic,Skin diseases,Cold constitution,Avaleha (jam),Salty,"Mobile,Dry",Hot,Pungent,Galactagogue,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-2
876,Eranda — Fruit,Ricinus communis,Bitter,Warm,Bitter,All,Kapha,India,Galactagogue,Digestion,Pregnancy,Swarasa (juice),Bitter,"Hot,Smooth",Hot,Astringent,Demulcent,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-1,-3
877,Eranda — Flower,Ricinus communis,Mixed,Cool,Sour,Kapha,Kapha,Rajasthan,Adaptogenic,Respiratory support,Pitta excess,Avaleha (jam),Astringent,Light,Cold,Pungent,Carminative,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,-2,-2
878,Eranda — Resin,Ricinus communis,Astringent,Cold,Sour,Pitta,Kapha,Sri Lanka,Rejuvenative,Skin diseases,Pitta excess,Churna (powder),Astringent,Smooth,Cold,Astringent,Detoxifying,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,-3,-2
879,Eranda — Latex,Ricinus communis,Salty,Hot,Sweet,Vata,All,Tamil Nadu,Diuretic,Respiratory support,Diarrhea,Kashaya (decoction),Salty,"Cold,Soft",Hot,Sweet,Aphrodisiac,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0
880,Eranda — Wild,Ricinus communis,Sweet,Cold,Astringent,Kapha,Pitta,Kerala,Anti-inflammatory,Weight management,Pregnancy,Churna (powder),Sweet,"Sharp,Dry",Cold,Astringent,Aphrodisiac,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-3,1
881,Eranda — Rural,Ricinus communis,Sour,Cold,Sour,Vata,Vata,Tamil Nadu,Cardiotonic,Skin diseases,None,Vati (tablets),Sour,"Dense,Oily,Rough",Hot,Pungent,Carminative,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,3,2
882,Eranda — Mountain,Ricinus communis,Bitter,Cold,Astringent,Kapha,All,Sri Lanka,Immunomodulatory,Hair care,None,Taila (oil),Bitter,"Firm,Dry,Cold",Hot,Astringent,Analgesic,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,-3
883,Eranda — Coastal,Ricinus communis,Mixed,Cool,Astringent,Kapha,Pitta,Tamil Nadu,Adaptogenic,Digestion,None,Avaleha (jam),Sweet,"Firm,Heavy,Dense",Cold,Astringent,Rejuvenating,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-1,-3,3
884,Eranda — Indian,Ricinus communis,Sweet,Hot,Astringent,Kapha,Pitta,Assam,Immunomodulatory,Liver disorders,Bleeding disorders,Avaleha (jam),Sweet,Stable,Hot,Astringent,Carminative,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1,-2,-1
885,Eranda — Himalayan,Ricinus communis,Pungent,Cool,Sweet,Pitta,All,Uttar Pradesh,Cardiotonic,Hair care,Pregnancy,Kashaya (decoction),Pungent,"Subtle,Cloudy,Cold",Cold,Sweet,Detoxifying,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,-1,-1
886,Eranda — Malabar,Ricinus communis,Salty,Warm,Sweet,Vata,Vata,Tamil Nadu,Cardiotonic,Immunity,None,Churna (powder),Salty,"Firm,Sharp",Cold,Sweet,Demulcent,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,2
887,Eranda — Kashmir,Ricinus communis,Astringent,Cold,Sweet,Vata,All,Rajasthan,Hepatoprotective,"Stress, Anxiety",None,Churna (powder),Astringent,Rough,Cold,Sweet,Nervine tonic,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,-1,0
888,Eranda — Kerala,Ricinus communis,Sour,Cool,Bitter,All,All,Tamil Nadu,Diuretic,Arthritis,Pregnancy,Avaleha (jam),Sour,"Smooth,Dense",Cold,Sweet,Analgesic,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,-2,1
889,Eranda — Assam,Ricinus communis,Salty,Cool,Sweet,Kapha,Kapha,Sri Lanka,Adaptogenic,Female reproductive health,Pregnancy,Kwatha (decoction),Salty,"Stable,Firm",Cold,Sweet,Nervine tonic,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
890,Nirgundi — Root,Vitex negundo,Sweet,Neutral,Astringent,Vata,All,Rajasthan,Galactagogue,Arthritis,Bleeding disorders,Churna (powder),Sweet,Stable,Cold,Astringent,Galactagogue,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-3,-2,3
891,Nirgundi — Leaf,Vitex negundo,Astringent,Cold,Astringent,All,Vata,Sri Lanka,Rejuvenative,"Stress, Anxiety",None,Kwatha (decoction),Astringent,"Oily,Mobile",Hot,Astringent,Rejuvenating,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-3
892,Nirgundi — Stem,Vitex negundo,Salty,Cool,Pungent,Pitta,Vata,Uttar Pradesh,Anti-inflammatory,Weight management,Bleeding disorders,Kashaya (decoction),Salty,"Subtle,Stable,Firm",Cold,Pungent,Aphrodisiac,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2,2
893,Nirgundi — Bark,Vitex negundo,Astringent,Hot,Sour,Kapha,All,India,Expectorant,Digestion,Pregnancy,Swarasa (juice),Astringent,"Hot,Liquid",Hot,Astringent,Rejuvenative,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,-3
894,Nirgundi — Seed,Vitex negundo,Bitter,Warm,Sweet,All,Vata,Uttar Pradesh,Galactagogue,Hair care,Cold constitution,Kashaya (decoction),Bitter,Heavy,Cold,Sweet,Aphrodisiac,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-3,-1
895,Nirgundi — Fruit,Vitex negundo,Salty,Neutral,Pungent,Pitta,Vata,Kerala,Rejuvenative,Skin diseases,None,Churna (powder),Salty,"Bland,Sharp,Subtle",Hot,Pungent,Diaphoretic,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
896,Nirgundi — Flower,Vitex negundo,Astringent,Neutral,Sweet,Pitta,Pitta,Kerala,Hepatoprotective,Hair care,Pregnancy,Taila (oil),Astringent,"Dense,Smooth,Soft",Cold,Sweet,Galactagogue,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,-3,1
897,Nirgundi — Resin,Vitex negundo,Mixed,Hot,Bitter,Pitta,Vata,Tamil Nadu,Immunomodulatory,Liver disorders,Cold constitution,Ghrita (ghee),Sour,Soft,Hot,Pungent,Aphrodisiac,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0
898,Nirgundi — Latex,Vitex negundo,Bitter,Cold,Bitter,Kapha,All,West Bengal,Immunomodulatory,Hair care,Cold constitution,Vati (tablets),Bitter,"Oily,Smooth",Hot,Astringent,Detoxifying,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,-3
899,Nirgundi — Wild,Vitex negundo,Sweet,Cold,Sweet,Pitta,Kapha,Tamil Nadu,Immunomodulatory,Immunity,Bleeding disorders,Avaleha (jam),Sweet,Dense,Cold,Sweet,Rejuvenative,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,-1,-3,2
900,Nirgundi — Rural,Vitex negundo,Pungent,Warm,Sour,Pitta,All,Uttar Pradesh,Cardiotonic,Digestion,Bleeding disorders,Kwatha (decoction),Pungent,Bland,Hot,Astringent,Galactagogue,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,-3
901,Nirgundi — Mountain,Vitex negundo,Mixed,Neutral,Bitter,Pitta,Vata,Assam,Immunomodulatory,Digestion,Pregnancy,Vati (tablets),Pungent,"Oily,Stable,Hot",Hot,Astringent,Diaphoretic,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-2,2,-2
902,Nirgundi — Coastal,Vitex negundo,Bitter,Neutral,Astringent,All,All,Karnataka,Digestive stimulant,Skin diseases,Diarrhea,Taila (oil),Bitter,"Liquid,Rough,Hot",Cold,Astringent,Nervine tonic,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,-2
903,Nirgundi — Indian,Vitex negundo,Sour,Cool,Bitter,Pitta,Pitta,Nepal,Rejuvenative,Digestion,Cold constitution,Vati (tablets),Sour,"Cold,Sharp",Cold,Astringent,Galactagogue,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,2,-1,2
904,Nirgundi — Himalayan,Vitex negundo,Salty,Cool,Sour,Vata,Kapha,West Bengal,Antimicrobial,Digestion,Cold constitution,Ghrita (ghee),Salty,Sticky,Cold,Pungent,Rejuvenative,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-1,0,1
905,Nirgundi — Malabar,Vitex negundo,Pungent,Hot,Sour,Vata,Kapha,India,Diuretic,Arthritis,None,Ghrita (ghee),Pungent,Subtle,Hot,Sweet,Detoxifying,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,3,-3
906,Nirgundi — Kashmir,Vitex negundo,Sweet,Hot,Pungent,Vata,Pitta,Sri Lanka,Expectorant,Liver disorders,Bleeding disorders,Vati (tablets),Sweet,"Sharp,Smooth,Heavy",Hot,Pungent,Demulcent,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3,-1,2
907,Nirgundi — Kerala,Vitex negundo,Salty,Hot,Sweet,Kapha,Kapha,Uttar Pradesh,Antimicrobial,Immunity,Pitta excess,Kashaya (decoction),Salty,"Sharp,Liquid",Hot,Sweet,Aphrodisiac,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,3,-2
908,Nirgundi — Assam,Vitex negundo,Bitter,Hot,Sweet,Pitta,Pitta,Kerala,Expectorant,Heart health,Pregnancy,Kwatha (decoction),Bitter,Subtle,Hot,Sweet,Aphrodisiac,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3,-2,-2
909,Bhallataka — Root,Semicarpus anacardium,Pungent,Cool,Sour,Kapha,All,Uttar Pradesh,Rejuvenative,Hair care,Pitta excess,Ghrita (ghee),Pungent,"Heavy,Sharp",Cold,Astringent,Rejuvenative,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,-2
910,Bhallataka — Leaf,Semicarpus anacardium,Mixed,Hot,Astringent,Pitta,Vata,Uttar Pradesh,Rejuvenative,Female reproductive health,Bleeding disorders,Avaleha (jam),Sweet,Dense,Hot,Astringent,Nervine tonic,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,-3,-2,2
911,Bhallataka — Stem,Semicarpus anacardium,Pungent,Hot,Bitter,All,Vata,Himachal Pradesh,Hepatoprotective,Arthritis,Cold constitution,Kashaya (decoction),Pungent,Heavy,Hot,Pungent,Demulcent,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,-2,1,-3
912,Bhallataka — Bark,Semicarpus anacardium,Pungent,Cool,Astringent,Pitta,All,Uttar Pradesh,Galactagogue,"Stress, Anxiety",Pitta excess,Ghrita (ghee),Pungent,"Liquid,Bland,Light",Cold,Astringent,Nervine tonic,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,-1
913,Bhallataka — Seed,Semicarpus anacardium,Sweet,Cold,Sweet,Vata,Kapha,Karnataka,Immunomodulatory,Liver disorders,None,Avaleha (jam),Sweet,"Dense,Firm,Bland",Cold,Sweet,Diaphoretic,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-3,-2,2
914,Bhallataka — Fruit,Semicarpus anacardium,Pungent,Warm,Pungent,Kapha,Pitta,Sri Lanka,Cardiotonic,Skin diseases,Cold constitution,Ghrita (ghee),Pungent,"Bland,Cold",Cold,Pungent,Demulcent,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,-1,-3
915,Bhallataka — Flower,Semicarpus anacardium,Bitter,Cool,Sour,All,Pitta,Nepal,Expectorant,Liver disorders,Pitta excess,Churna (powder),Bitter,"Cloudy,Bland",Cold,Pungent,Galactagogue,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-3,-2
916,Bhallataka — Resin,Semicarpus anacardium,Salty,Cool,Pungent,Pitta,Kapha,Himachal Pradesh,Cardiotonic,Arthritis,Cold constitution,Vati (tablets),Salty,Cold,Cold,Pungent,Analgesic,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,-2,0
917,Bhallataka — Latex,Semicarpus anacardium,Sour,Hot,Bitter,Vata,Vata,Assam,Rejuvenative,Heart health,Pregnancy,Avaleha (jam),Sour,Dense,Hot,Sweet,Rejuvenative,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-1,2,1
918,Bhallataka — Wild,Semicarpus anacardium,Sour,Cool,Bitter,Vata,All,Assam,Digestive stimulant,Respiratory support,Cold constitution,Churna (powder),Sour,"Liquid,Subtle,Cloudy",Cold,Pungent,Demulcent,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2
919,Bhallataka — Rural,Semicarpus anacardium,Salty,Cool,Pungent,Pitta,Kapha,Rajasthan,Digestive stimulant,Hair care,Pregnancy,Churna (powder),Salty,"Rough,Heavy,Smooth",Cold,Pungent,Galactagogue,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1
920,Bhallataka — Mountain,Semicarpus anacardium,Astringent,Warm,Pungent,All,Vata,Assam,Expectorant,Skin diseases,Diarrhea,Avaleha (jam),Astringent,"Clear,Light",Cold,Pungent,Nervine tonic,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,-3,-2
921,Bhallataka — Coastal,Semicarpus anacardium,Pungent,Warm,Bitter,Vata,Vata,Himachal Pradesh,Rejuvenative,"Stress, Anxiety",Cold constitution,Churna (powder),Pungent,"Hot,Stable,Oily",Cold,Astringent,Carminative,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,-2,2,0
922,Bhallataka — Indian,Semicarpus anacardium,Sweet,Cool,Astringent,Pitta,Vata,Nepal,Analgesic,Digestion,Cold constitution,Swarasa (juice),Sweet,Light,Cold,Astringent,Aphrodisiac,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,-2,-3,3
923,Bhallataka — Himalayan,Semicarpus anacardium,Bitter,Hot,Bitter,Kapha,All,Nepal,Anti-inflammatory,"Stress, Anxiety",Pitta excess,Vati (tablets),Bitter,Dry,Hot,Astringent,Analgesic,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,3,0,-3
924,Bhallataka — Malabar,Semicarpus anacardium,Salty,Neutral,Sweet,Pitta,Pitta,West Bengal,Digestive stimulant,Heart health,Pregnancy,Kashaya (decoction),Salty,"Stable,Rough",Hot,Sweet,Diaphoretic,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
925,Bhallataka — Kashmir,Semicarpus anacardium,Salty,Neutral,Pungent,Pitta,Kapha,West Bengal,Adaptogenic,Heart health,Diarrhea,Avaleha (jam),Salty,"Firm,Light,Oily",Cold,Pungent,Rejuvenative,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,-2,1
926,Bhallataka — Kerala,Semicarpus anacardium,Sweet,Hot,Sweet,Kapha,Kapha,Assam,Expectorant,Heart health,Cold constitution,Kwatha (decoction),Sweet,Mobile,Hot,Sweet,Nervine tonic,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
927,Bhallataka — Assam,Semicarpus anacardium,Astringent,Neutral,Sour,Kapha,All,Nepal,Analgesic,Hair care,Diarrhea,Kwatha (decoction),Astringent,"Cold,Smooth,Soft",Cold,Sweet,Diaphoretic,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,3,-2,-2
928,Asthisrinkhala — Root,Cissus quadrangularis,Pungent,Cool,Sweet,Vata,All,Karnataka,Adaptogenic,Respiratory support,Pregnancy,Vati (tablets),Pungent,"Light,Stable",Cold,Sweet,Carminative,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,-1
929,Asthisrinkhala — Leaf,Cissus quadrangularis,Sweet,Hot,Pungent,All,Pitta,Uttar Pradesh,Diuretic,Hair care,Pregnancy,Taila (oil),Sweet,Subtle,Hot,Pungent,Analgesic,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-2,-2,-1
930,Asthisrinkhala — Stem,Cissus quadrangularis,Astringent,Neutral,Pungent,All,Kapha,Himachal Pradesh,Expectorant,Hair care,Pregnancy,Taila (oil),Astringent,"Soft,Liquid,Mobile",Hot,Pungent,Analgesic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-2,-3
931,Asthisrinkhala — Bark,Cissus quadrangularis,Pungent,Hot,Sweet,Pitta,Kapha,Himachal Pradesh,Cardiotonic,"Stress, Anxiety",Diarrhea,Swarasa (juice),Pungent,Mobile,Hot,Sweet,Aphrodisiac,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,-3
932,Asthisrinkhala — Seed,Cissus quadrangularis,Astringent,Neutral,Sour,All,All,Rajasthan,Cardiotonic,Skin diseases,Pitta excess,Vati (tablets),Astringent,"Heavy,Hot,Oily",Cold,Pungent,Aphrodisiac,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,-3,0
933,Asthisrinkhala — Fruit,Cissus quadrangularis,Mixed,Warm,Pungent,All,Kapha,Rajasthan,Anti-inflammatory,Skin diseases,Pitta excess,Taila (oil),Salty,"Mobile,Cloudy,Bland",Cold,Pungent,Analgesic,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,0
